airport_ref,airport_ident,length_ft,width_ft,lighted,closed
35962,SIFS,59.0,59.0,0,0
35963,SIFT,3281.0,66.0,0,0
35964,SIFU,1969.0,59.0,0,0
228,SIFV,5249.0,98.0,0,0
35965,SIFW,2297.0,59.0,0,0
35966,SIFX,66.0,66.0,0,0
35967,SIFY,2664.0,131.0,0,0
35968,SIFZ,69.0,69.0,0,0
35969,SIGA,62.0,62.0,0,0
35970,SIGB,69.0,69.0,0,0
35971,SIGC,66.0,66.0,0,0
35972,SIGD,69.0,69.0,0,0
35973,SIGE,75.0,75.0,0,0
229,SIGF,3937.0,66.0,0,0
35974,SIGG,62.0,62.0,0,0
44438,SIGH,69.0,69.0,0,0
35975,SIGI,62.0,62.0,0,0
35976,SIGJ,66.0,66.0,0,0
35977,SIGK,79.0,79.0,0,0
35978,SIGL,2297.0,75.0,0,0
35979,SIGM,2789.0,98.0,0,0
35980,SIGN,3117.0,164.0,0,0
35981,SIGO,4593.0,59.0,0,0
35982,SIGQ,79.0,79.0,0,0
35984,SIGS,3609.0,98.0,0,0
35985,SIGT,2297.0,66.0,0,0
35986,SIGU,3937.0,66.0,0,0
35987,SIGV,62.0,62.0,0,0
35988,SIGW,3281.0,75.0,0,0
35989,SIGX,3281.0,66.0,0,0
35990,SIGY,3051.0,59.0,0,0
35991,SIGZ,59.0,59.0,0,0
35992,SIHA,69.0,69.0,0,0
35993,SIHB,2559.0,59.0,0,0
35994,SIHC,66.0,66.0,0,0
35995,SIHD,69.0,69.0,0,0
35996,SIHE,66.0,66.0,0,0
35997,SIHF,92.0,92.0,0,0
35998,SIHG,2789.0,66.0,0,0
35999,SIHH,59.0,59.0,0,0
36000,SIHI,2021.0,59.0,0,0
36001,SIHJ,2149.0,59.0,0,0
36002,SIHK,62.0,62.0,0,0
36003,SIHL,92.0,92.0,0,0
36004,SIHM,66.0,66.0,0,0
36005,SIHN,2625.0,72.0,0,0
36006,SIHO,66.0,66.0,0,0
36007,SIHQ,92.0,92.0,0,0
36008,SIHR,59.0,59.0,0,0
36009,SIHS,59.0,59.0,0,0
36010,SIHT,66.0,66.0,0,0
36011,SIHU,62.0,62.0,0,0
36012,SIHV,3281.0,82.0,0,0
36013,SIHW,1804.0,59.0,0,0
36014,SIHX,62.0,62.0,0,0
36015,SIHY,59.0,59.0,0,0
36016,SIHZ,66.0,66.0,0,0
36017,SIIA,4593.0,59.0,0,0
36018,SIIB,69.0,69.0,0,0
36019,SIIC,75.0,75.0,0,0
36020,SIID,2461.0,59.0,0,0
36021,SIIE,2625.0,59.0,0,0
36021,SIIE,2621.0,197.0,0,1
36022,SIIF,69.0,69.0,0,0
36023,SIIG,3117.0,75.0,0,0
36024,SIIH,69.0,69.0,0,0
29923,SIII,3937.0,66.0,0,0
36025,SIIK,2096.0,59.0,0,0
36026,SIIL,69.0,69.0,0,0
36027,SIIM,3609.0,262.0,0,0
36028,SIIN,2789.0,66.0,0,0
36029,SIIO,85.0,85.0,0,0
36030,SIIP,69.0,69.0,0,0
36031,SIIQ,2625.0,66.0,0,0
36032,SIIR,69.0,69.0,0,0
36033,SIIS,2297.0,82.0,0,0
36034,SIIU,2625.0,59.0,0,0
36035,SIIW,79.0,79.0,0,0
36036,SIIX,3051.0,98.0,0,0
36037,SIIY,62.0,62.0,0,0
36038,SIIZ,2625.0,66.0,0,0
36039,SIJB,59.0,59.0,0,0
36040,SIJC,69.0,69.0,0,0
36041,SIJD,79.0,79.0,0,0
36042,SIJE,2297.0,98.0,0,0
36043,SIJF,79.0,79.0,0,0
36044,SIJG,2953.0,75.0,0,0
36045,SIJH,102.0,138.0,0,0
36046,SIJI,46.0,46.0,0,0
36047,SIJJ,3281.0,98.0,0,0
36048,SIJK,2953.0,72.0,0,0
36049,SIJL,75.0,75.0,0,0
36050,SIJM,3445.0,66.0,0,0
329428,SIJN,2133.0,82.0,0,0
46210,SIJO,3609.0,59.0,0,0
36051,SIJP,66.0,66.0,0,0
36052,SIJQ,66.0,66.0,0,0
36053,SIJR,1640.0,82.0,0,0
329425,SIJS,2624.0,75.0,0,0
36054,SIJT,59.0,59.0,0,0
36055,SIJU,2789.0,98.0,0,0
329422,SIJV,3609.0,98.0,0,0
36056,SIJW,66.0,66.0,0,0
36057,SIJX,79.0,79.0,0,0
329420,SIJY,2297.0,59.0,0,0
36058,SIJZ,2953.0,82.0,0,0
329418,SIKA,2953.0,59.0,0,0
36059,SIKB,3251.9476494975756,110.0000996363274,0,0
36060,SIKC,3609.0,66.0,0,0
36061,SIKD,79.0,79.0,0,0
36062,SIKE,66.0,66.0,0,0
36063,SIKF,79.0,79.0,0,0
36064,SIKH,59.0,59.0,0,0
45567,SIKI,69.0,69.0,0,0
36065,SIKJ,2789.0,59.0,0,0
36066,SIKK,2920.0,59.0,0,0
36067,SIKL,66.0,66.0,0,0
36068,SIKM,2953.0,59.0,0,0
36069,SIKN,2690.0,59.0,0,0
36070,SIKO,1969.0,66.0,0,0
42793,SIKP,4921.0,82.0,0,0
36071,SIKQ,2625.0,66.0,0,0
46357,SIKS,79.0,79.0,0,0
36072,SIKT,39.0,39.0,0,0
36073,SIKU,66.0,66.0,0,0
36074,SIKV,66.0,66.0,0,0
36075,SIKW,59.0,59.0,0,0
36076,SIKX,3379.0,131.0,0,0
36077,SIKY,3937.0,98.0,0,0
36078,SIKZ,3937.0,66.0,0,0
36079,SILA,2461.0,75.0,0,0
36080,SILB,2625.0,59.0,0,0
36081,SILC,5676.0,98.0,1,0
36082,SILD,2625.0,66.0,0,0
36083,SILE,62.0,62.0,0,0
36084,SILF,69.0,69.0,0,0
46469,SILG,3608.0,82.0,0,0
36085,SILH,69.0,69.0,0,0
36086,SILI,1640.0,59.0,0,0
36087,SILJ,2789.0,66.0,0,0
36088,SILK,62.0,62.0,0,0
36089,SILL,72.0,72.0,0,0
36090,SILM,3281.0,115.0,0,0
36091,SILN,3937.0,59.0,0,0
36092,SILO,69.0,69.0,0,0
36093,SILP,69.0,69.0,0,0
36094,SILQ,2116.0,66.0,0,0
36095,SILR,69.0,69.0,0,0
36096,SILS,2297.0,66.0,0,0
36097,SILT,3281.0,66.0,0,0
36098,SILU,3937.0,59.0,0,0
36099,SILV,59.0,59.0,0,0
45584,SILW,3281.0,59.0,0,0
45650,SILX,2953.0,66.0,0,0
36100,SILY,2625.0,98.0,0,0
36101,SILZ,2395.0,59.0,0,0
36102,SIMA,1969.0,98.0,0,0
36103,SIMB,62.0,62.0,0,0
36104,SIMC,66.0,66.0,0,0
36105,SIMD,62.0,62.0,0,0
36106,SIME,3445.0,66.0,0,0
36107,SIMF,3609.0,98.0,0,0
36108,SIMG,3937.0,115.0,0,0
36109,SIMH,75.0,75.0,0,0
36110,SIMI,2953.0,148.0,0,0
230,SIMJ,2913.0,66.0,0,0
231,SIMK,6562.0,98.0,0,0
36111,SIML,2133.0,59.0,0,0
36112,SIMM,69.0,69.0,0,0
36113,SIMN,66.0,66.0,0,0
36114,SIMO,2625.0,59.0,0,0
36115,SIMP,62.0,62.0,0,0
36116,SIMQ,2953.0,98.0,0,0
36117,SIMR,4265.0,59.0,0,0
36118,SIMS,79.0,79.0,0,0
36119,SIMT,59.0,59.0,0,0
36120,SIMU,3284.0,108.0,0,0
36121,SIMV,2986.0,98.0,0,0
36122,SIMW,3967.0,72.0,0,0
36123,SIMX,2297.0,59.0,0,0
36124,SIMY,2762.0,131.0,0,0
36125,SIMZ,3871.0,115.0,0,0
36126,SINA,2953.0,164.0,0,0
36127,SINB,62.0,62.0,0,0
36128,SINC,3117.0,59.0,0,0
36129,SIND,66.0,66.0,0,0
36130,SINE,62.0,62.0,1,0
36131,SINF,69.0,69.0,0,0
36132,SING,2297.0,66.0,0,0
36133,SINH,3100.0,141.0,0,0
36134,SINI,62.0,62.0,0,0
36135,SINJ,3281.0,98.0,0,0
36136,SINK,3281.0,75.0,0,0
36137,SINL,59.0,59.0,0,0
36138,SINM,2625.0,98.0,0,0
36139,SINN,3445.0,59.0,0,0
36140,SINO,2133.0,82.0,0,0
36141,SINP,3937.0,98.0,0,0
36142,SINQ,3281.0,82.0,0,0
36143,SINR,3281.0,148.0,0,0
36144,SINS,2953.0,131.0,0,0
36145,SINT,2789.0,98.0,0,0
36146,SINU,2789.0,82.0,0,0
36146,SINU,2789.0,82.0,0,1
36147,SINV,4528.0,98.0,0,0
36148,SINW,72.0,72.0,0,0
36149,SINX,82.0,82.0,0,0
36150,SINY,72.0,72.0,0,0
36151,SINZ,2493.0,98.0,0,0
36152,SIOA,3281.0,115.0,0,0
36153,SIOB,3937.0,75.0,0,0
36154,SIOC,3609.0,66.0,0,0
36155,SIOD,3281.0,66.0,0,0
45609,SIOE,1969.0,131.0,0,0
36156,SIOF,3281.0,66.0,0,0
36157,SIOG,69.0,69.0,0,0
36158,SIOH,98.0,98.0,0,0
36159,SIOI,2297.0,59.0,0,0
36160,SIOJ,3215.0,66.0,0,0
36161,SIOK,3281.0,82.0,0,0
36162,SIOL,2625.0,66.0,0,0
36163,SIOM,1969.0,75.0,0,0
36164,SION,3281.0,66.0,0,0
36165,SIOO,3609.0,82.0,0,0
36166,SIOP,3937.0,98.0,0,0
36167,SIOQ,3281.0,98.0,0,0
36168,SIOR,1969.0,66.0,0,0
36169,SIOS,3937.0,115.0,0,0
36170,SIOT,4265.0,131.0,0,0
36171,SIOU,1575.0,66.0,0,0
36172,SIOV,3609.0,75.0,0,0
36173,SIOW,62.0,62.0,0,0
36174,SIOX,66.0,66.0,0,0
36175,SIOY,39.0,39.0,0,0
36176,SIOZ,3937.0,98.0,0,0
36177,SIPA,3937.0,59.0,0,0
36178,SIPB,1804.0,59.0,0,0
36179,SIPC,1378.0,66.0,0,0
36180,SIPD,59.0,59.0,0,0
232,SIPE,5906.0,98.0,0,0
36181,SIPF,66.0,66.0,0,0
233,SIPG,4757.0,62.0,0,0
36182,SIPH,2625.0,66.0,0,0
36183,SIPJ,3281.0,115.0,0,0
234,SIPK,3937.0,75.0,0,0
36184,SIPL,3937.0,66.0,0,0
36185,SIPM,59.0,59.0,0,0
36186,SIPN,2625.0,59.0,0,0
44562,SIPO,3609.0,98.0,0,0
36187,SIPP,69.0,69.0,0,0
36188,SIPQ,2953.0,82.0,0,0
36189,SIPR,2297.0,66.0,0,0
42237,SIPS,69.0,69.0,0,0
36190,SIPT,62.0,62.0,0,0
36191,SIPU,2953.0,66.0,0,0
36192,SIPV,69.0,69.0,0,0
36193,SIPX,66.0,66.0,0,0
36194,SIPY,2625.0,75.0,0,0
36195,SIPZ,59.0,59.0,0,0
36196,SIQA,2953.0,59.0,0,0
36197,SIQB,3281.0,82.0,0,0
36198,SIQC,3281.0,66.0,0,0
36199,SIQD,2625.0,98.0,0,0
36200,SIQE,5741.0,98.0,0,0
36201,SIQF,66.0,66.0,0,0
36202,SIQG,3281.0,66.0,0,0
36203,SIQH,75.0,75.0,0,0
36204,SIQI,1916.0,66.0,0,0
235,SIQJ,3937.0,62.0,0,0
36205,SIQK,1542.0,66.0,0,0
36206,SIQL,59.0,59.0,0,0
36207,SIQM,2625.0,98.0,0,0
36208,SIQN,2953.0,66.0,0,0
36209,SIQO,3281.0,66.0,0,0
36210,SIQP,62.0,62.0,0,0
36211,SIQQ,3281.0,75.0,0,0
36212,SIQR,3609.0,62.0,0,0
36213,SIQS,2297.0,82.0,0,0
36214,SIQT,69.0,69.0,0,0
36215,SIQU,3281.0,82.0,0,0
36216,SIQV,3281.0,75.0,0,0
36217,SIQW,3937.0,75.0,0,0
36218,SIQX,3445.0,66.0,0,0
36219,SIQY,3117.0,72.0,0,0
36220,SIQZ,2953.0,98.0,0,0
36221,SIRA,3281.0,66.0,0,0
36222,SIRB,2953.0,98.0,0,0
36223,SIRC,3937.0,82.0,0,0
36224,SIRD,2625.0,66.0,0,0
36225,SIRE,3215.0,66.0,0,0
36226,SIRF,2625.0,59.0,0,0
36227,SIRG,3609.0,66.0,0,0
36228,SIRH,3281.0,131.0,0,0
36229,SIRI,3281.0,59.0,0,0
236,SIRJ,4678.0,98.0,0,0
36230,SIRL,69.0,69.0,0,0
237,SIRN,4757.0,62.0,0,0
36231,SIRP,66.0,66.0,0,0
36232,SIRQ,3281.0,98.0,0,0
36233,SIRR,2625.0,98.0,0,0
36234,SIRS,2789.0,75.0,0,0
36235,SIRT,3937.0,75.0,0,0
36236,SIRU,3281.0,75.0,0,0
36237,SIRV,2592.0,59.0,0,0
36238,SIRW,3281.0,82.0,0,0
36239,SIRX,69.0,69.0,0,0
36240,SIRY,79.0,79.0,0,0
36241,SIRZ,62.0,62.0,0,0
36242,SISA,59.0,59.0,0,0
41684,SISB,2625.0,66.0,0,0
36244,SISC,69.0,69.0,0,0
36245,SISD,3937.0,75.0,0,0
36246,SISE,2625.0,66.0,0,0
36247,SISF,3281.0,131.0,0,0
44451,SISH,66.0,66.0,0,0
36248,SISI,2625.0,66.0,0,0
36249,SISJ,2297.0,98.0,0,0
36251,SISL,2625.0,98.0,0,0
46355,SISM,59.0,59.0,0,0
36252,SISN,3478.0,66.0,0,0
36253,SISO,2953.0,59.0,0,0
29977,SISP,1969.0,59.0,0,0
36254,SISQ,66.0,66.0,0,0
36255,SISR,66.0,66.0,0,0
36256,SISS,2789.0,131.0,0,0
36257,SISU,2625.0,66.0,0,0
46470,SISW,3936.0,66.0,0,0
36258,SISX,1312.0,66.0,0,0
36259,SISY,1476.0,59.0,0,0
36260,SISZ,1969.0,98.0,0,0
36261,SITA,1804.0,59.0,0,0
36262,SITB,3281.0,98.0,0,0
36263,SITC,3281.0,79.0,0,0
36264,SITD,1640.0,59.0,0,0
36265,SITE,62.0,62.0,0,0
36266,SITF,2789.0,131.0,0,0
36267,SITH,2625.0,66.0,0,0
36268,SITI,2297.0,59.0,0,0
36269,SITJ,2133.0,59.0,0,0
36270,SITK,79.0,79.0,0,0
45568,SITL,3281.0,98.0,0,0
36271,SITM,79.0,79.0,0,0
36272,SITN,2625.0,59.0,0,0
36273,SITO,1640.0,98.0,0,0
36274,SITP,79.0,79.0,0,0
36275,SITQ,79.0,79.0,0,0
45582,SITR,3609.0,59.0,0,0
36276,SITT,3281.0,59.0,0,0
36277,SITU,2625.0,66.0,0,0
36278,SITV,3117.0,72.0,0,0
36279,SITW,3281.0,59.0,0,0
36280,SITX,2621.0,197.0,0,0
36281,SITY,2621.0,197.0,0,0
36282,SITZ,3871.0,98.0,0,0
36283,SIUA,3084.0,131.0,0,0
36284,SIUB,2887.0,82.0,0,0
36285,SIUC,1640.0,82.0,0,0
36286,SIUD,79.0,79.0,0,0
36287,SIUE,69.0,69.0,0,0
36288,SIUF,3445.0,75.0,0,0
36289,SIUG,2461.0,98.0,0,0
36290,SIUH,1969.0,59.0,0,0
36291,SIUJ,1969.0,59.0,0,0
36292,SIUK,1640.0,66.0,0,0
36293,SIUL,3937.0,59.0,0,0
36294,SIUM,4265.0,82.0,0,0
36295,SIUN,66.0,66.0,0,0
36296,SIUO,6480.0,164.0,0,0
36297,SIUP,95.0,95.0,0,0
44721,SIUQ,3937.0,59.0,0,0
36298,SIUR,2625.0,131.0,0,0
36299,SIUS,2625.0,98.0,0,0
45566,SIUT,2608.0,72.0,0,0
36300,SIUV,3281.0,131.0,0,0
238,SIUW,4265.0,72.0,0,0
36301,SIUX,2297.0,66.0,0,0
36302,SIUY,3117.0,98.0,0,0
36303,SIUZ,2953.0,115.0,0,0
36304,SIVA,69.0,69.0,0,0
36305,SIVB,69.0,69.0,0,0
36306,SIVC,2625.0,62.0,0,0
239,SIVD,1640.0,66.0,0,0
45636,SIVE,2362.0,66.0,0,0
36307,SIVG,1969.0,66.0,0,0
36308,SIVH,69.0,69.0,0,0
36309,SIVI,79.0,79.0,0,0
36310,SIVJ,1640.0,131.0,0,0
36311,SIVK,3937.0,75.0,0,0
36312,SIVL,1985.0,66.0,0,0
36313,SIVM,59.0,59.0,0,0
36314,SIVN,3773.0,98.0,0,0
36315,SIVO,2621.0,59.0,0,0
36316,SIVP,2953.0,98.0,0,0
36317,SIVQ,3609.0,66.0,0,0
36318,SIVR,3937.0,92.0,0,0
36319,SIVS,66.0,66.0,0,0
36320,SIVT,66.0,66.0,0,0
240,SIVU,3150.0,59.0,0,0
36321,SIVV,3609.0,98.0,0,0
36322,SIVW,1312.0,59.0,0,0
36323,SIVX,89.0,89.0,0,0
36324,SIVY,3609.0,59.0,0,0
36325,SIVZ,2297.0,66.0,0,0
36326,SIWA,4429.0,75.0,0,0
36327,SIWB,3609.0,82.0,0,0
36328,SIWC,3281.0,66.0,0,0
36329,SIWD,2625.0,59.0,0,0
241,SIWE,3707.0,59.0,0,0
36330,SIWF,3281.0,66.0,0,0
36331,SIWG,4593.0,75.0,0,0
36332,SIWH,4101.0,66.0,0,0
36333,SIWI,3937.0,98.0,0,0
36334,SIWJ,4429.0,98.0,0,0
36335,SIWK,2953.0,75.0,0,0
36336,SIWL,3609.0,66.0,0,0
36337,SIWM,4101.0,98.0,0,0
36338,SIWN,4593.0,164.0,0,0
36339,SIWP,2953.0,66.0,0,0
36340,SIWQ,2789.0,62.0,0,0
36341,SIWR,2625.0,59.0,0,0
36342,SIWS,69.0,69.0,0,0
36343,SIWT,2625.0,66.0,0,0
36344,SIWU,1969.0,131.0,0,0
36345,SIWV,4265.0,66.0,0,0
36346,SIWW,62.0,62.0,0,0
36347,SIWX,75.0,75.0,0,0
36348,SIWY,2297.0,131.0,0,0
36349,SIWZ,3281.0,79.0,0,0
36350,SIXA,1969.0,98.0,0,0
36351,SIXB,2625.0,66.0,0,0
36352,SIXC,62.0,62.0,0,0
36353,SIXD,2034.0,59.0,0,0
36353,SIXD,2526.0,75.0,0,0
36354,SIXE,5249.0,98.0,0,0
36355,SIXF,2625.0,59.0,0,0
36356,SIXG,2625.0,59.0,0,0
36357,SIXH,59.0,59.0,0,0
36358,SIXI,3281.0,59.0,0,0
36359,SIXL,3281.0,115.0,0,0
36360,SIXM,2953.0,82.0,0,0
36361,SIXN,59.0,59.0,0,0
242,SIXO,3281.0,82.0,0,0
243,SIXP,4921.0,98.0,0,0
36362,SIXQ,2953.0,66.0,0,0
36363,SIXR,89.0,89.0,0,0
36365,SIXU,62.0,62.0,0,0
36366,SIXV,4265.0,131.0,0,0
36367,SIXW,2953.0,66.0,0,0
36368,SIXX,3642.0,66.0,0,0
36369,SIXY,66.0,66.0,0,0
36370,SIXZ,2461.0,75.0,0,0
36371,SIYA,79.0,79.0,0,0
36372,SIYB,62.0,62.0,0,0
36373,SIYD,69.0,69.0,0,0
36374,SIYE,1969.0,66.0,0,0
36375,SIYF,2625.0,82.0,0,0
36376,SIYG,66.0,66.0,0,0
36377,SIYH,1969.0,66.0,0,0
36378,SIYK,2329.0,59.0,0,0
36379,SIYL,92.0,92.0,0,0
36380,SIYM,66.0,66.0,0,0
36381,SIYN,3379.0,66.0,0,0
36382,SIYO,2625.0,66.0,0,0
36383,SIYP,2297.0,66.0,0,0
36384,SIYQ,4921.0,75.0,0,0
36385,SIYR,2297.0,66.0,0,0
36386,SIYS,1995.0,79.0,0,0
36387,SIYT,2625.0,59.0,0,0
36388,SIYU,69.0,69.0,0,0
36389,SIYV,69.0,69.0,0,0
36390,SIYW,1640.0,66.0,0,0
36391,SIYX,2625.0,66.0,0,0
244,SIYY,3937.0,59.0,0,0
36392,SIYZ,59.0,59.0,0,0
307637,SIZ,1608.0,98.0,0,0
36393,SIZA,3281.0,59.0,0,0
36394,SIZB,62.0,62.0,0,0
36395,SIZC,2303.0,82.0,0,0
36396,SIZD,62.0,62.0,0,0
36397,SIZE,66.0,66.0,0,0
36398,SIZF,3281.0,98.0,0,0
245,SIZG,3281.0,66.0,0,0
36399,SIZH,3510.0,75.0,0,0
246,SIZI,3937.0,75.0,0,0
36400,SIZJ,69.0,69.0,0,0
36401,SIZK,3281.0,66.0,0,0
36402,SIZM,5085.0,115.0,0,0
36403,SIZN,2625.0,98.0,0,0
36403,SIZN,3937.0,115.0,0,1
247,SIZO,4921.0,98.0,0,0
36404,SIZP,66.0,66.0,0,0
36405,SIZQ,1969.0,66.0,0,0
36406,SIZR,2972.0,72.0,0,0
36407,SIZS,2625.0,66.0,0,0
36408,SIZT,1509.0,82.0,0,0
36409,SIZV,69.0,69.0,0,0
36410,SIZW,59.0,59.0,0,0
36411,SIZX,3937.0,98.0,0,0
36412,SIZY,98.0,98.0,0,0
36413,SJAA,3117.0,164.0,0,0
330754,SJAB,64.0,64.0,0,0
36414,SJAC,3937.0,197.0,0,0
36415,SJAD,66.0,66.0,0,0
36416,SJAE,3937.0,98.0,0,0
36417,SJAF,2625.0,66.0,0,0
36418,SJAG,3937.0,197.0,0,0
36419,SJAI,2625.0,66.0,0,0
36420,SJAJ,59.0,59.0,0,0
248,SJAK,3937.0,59.0,0,0
36421,SJAL,1969.0,75.0,0,0
36422,SJAM,69.0,69.0,0,0
36423,SJAN,69.0,69.0,0,0
36424,SJAO,79.0,79.0,0,0
36425,SJAP,66.0,66.0,0,0
36426,SJAQ,4199.0,148.0,0,0
36427,SJAR,3281.0,98.0,0,0
36428,SJAS,2953.0,66.0,0,0
249,SJAU,459.0,98.0,0,0
36429,SJAV,66.0,66.0,0,0
36430,SJAW,2953.0,66.0,0,0
36431,SJAX,4462.0,82.0,0,0
36432,SJAY,3937.0,82.0,0,0
36433,SJAZ,3281.0,82.0,0,0
36434,SJBA,79.0,79.0,0,0
36435,SJBE,59.0,59.0,0,0
36436,SJBF,2625.0,59.0,0,0
36437,SJBG,66.0,66.0,0,0
36438,SJBH,62.0,62.0,0,0
36439,SJBI,69.0,69.0,0,0
36440,SJBJ,69.0,69.0,0,0
36441,SJBK,3028.0,79.0,0,0
36442,SJBL,69.0,69.0,0,0
36443,SJBN,3281.0,59.0,0,0
36444,SJBO,95.0,95.0,0,0
36445,SJBP,69.0,69.0,0,0
36446,SJBQ,79.0,79.0,0,0
36447,SJBR,1926.0,59.0,0,0
36448,SJBS,1804.0,66.0,0,0
36449,SJBT,1969.0,98.0,0,0
36450,SJBU,3904.0,98.0,0,0
36451,SJBW,2625.0,98.0,0,0
36452,SJBX,2625.0,66.0,0,0
250,SJBY,4921.0,98.0,0,0
36453,SJBZ,2690.0,62.0,0,0
251,SJCA,5249.0,115.0,0,0
36454,SJCB,66.0,66.0,0,0
36455,SJCC,59.0,59.0,0,0
36456,SJCD,3609.0,66.0,0,0
36457,SJCE,3937.0,66.0,0,0
36458,SJCF,3281.0,131.0,0,0
36459,SJCG,79.0,79.0,0,0
36460,SJCI,62.0,62.0,0,0
36461,SJCJ,59.0,59.0,0,0
36462,SJCK,79.0,79.0,0,0
36463,SJCL,3150.0,66.0,0,0
36464,SJCM,3281.0,131.0,0,0
36465,SJCN,2625.0,66.0,0,0
36466,SJCO,4265.0,98.0,0,0
36467,SJCP,2953.0,82.0,0,0
252,SJCQ,4921.0,75.0,0,0
36468,SJCR,59.0,59.0,0,0
36469,SJCS,69.0,69.0,0,0
36470,SJCT,69.0,69.0,0,0
36471,SJCU,69.0,69.0,0,0
36472,SJCV,59.0,59.0,0,0
253,SJCW,4413.0,98.0,0,0
36473,SJCX,69.0,69.0,0,0
36474,SJCY,5249.0,98.0,0,0
36475,SJCZ,3281.0,75.0,0,0
36476,SJDA,3281.0,98.0,0,0
36477,SJDC,62.0,62.0,0,0
36478,SJDD,3281.0,157.0,0,0
36479,SJDF,85.0,85.0,0,0
36480,SJDG,2297.0,59.0,0,0
36481,SJDH,2621.0,66.0,0,0
36482,SJDI,3281.0,131.0,0,0
36483,SJDJ,1191.0,75.0,0,0
36484,SJDK,66.0,66.0,0,0
36485,SJDL,2621.0,197.0,0,0
36486,SJDN,1804.0,66.0,0,0
36487,SJDO,75.0,75.0,0,0
36488,SJDP,79.0,79.0,0,0
36489,SJDQ,62.0,62.0,0,0
36490,SJDR,66.0,66.0,0,0
36491,SJDS,3543.0,105.0,0,0
36492,SJDT,1870.0,66.0,0,0
36493,SJDU,1161.0,98.0,0,0
36494,SJDV,1640.0,66.0,0,0
36495,SJDW,3937.0,197.0,0,0
36496,SJDX,1873.0,66.0,0,0
36497,SJDY,2621.0,197.0,0,0
36498,SJDZ,59.0,59.0,0,0
36499,SJEA,3609.0,98.0,0,0
36500,SJEB,69.0,69.0,0,0
36501,SJED,2297.0,82.0,0,0
36502,SJEE,3609.0,197.0,0,0
36503,SJEF,1870.0,98.0,0,0
36504,SJEG,2625.0,66.0,0,0
36505,SJEH,3281.0,82.0,0,0
36506,SJEI,69.0,69.0,0,0
36507,SJEJ,2231.0,66.0,0,0
36508,SJEK,3281.0,66.0,0,0
36509,SJEL,2231.0,59.0,0,0
36510,SJEM,3215.0,66.0,0,0
36511,SJEN,2297.0,98.0,0,0
36512,SJEO,85.0,85.0,0,0
36513,SJEP,75.0,75.0,0,0
36514,SJEQ,1969.0,131.0,0,0
256,SJER,3281.0,59.0,0,0
36515,SJES,1969.0,131.0,0,0
36516,SJET,1969.0,98.0,0,0
36517,SJEU,1969.0,98.0,0,0
36518,SJEV,2625.0,98.0,0,0
36519,SJEW,3281.0,82.0,0,0
36520,SJEX,3281.0,82.0,0,0
36521,SJEY,2625.0,66.0,0,0
36522,SJFA,72.0,72.0,0,0
36523,SJFB,2953.0,59.0,0,0
36524,SJFC,79.0,79.0,0,0
36525,SJFD,62.0,62.0,0,0
257,SJFF,3510.0,75.0,0,0
36526,SJFG,1969.0,197.0,0,0
36527,SJFH,69.0,69.0,0,0
36528,SJFI,2789.0,66.0,0,0
36529,SJFJ,3215.0,66.0,0,0
36530,SJFK,3937.0,59.0,0,0
36531,SJFL,2625.0,66.0,0,0
36532,SJFM,3182.0,115.0,0,0
36533,SJFN,2953.0,98.0,0,0
36534,SJFO,2625.0,59.0,0,0
36535,SJFP,2953.0,98.0,0,0
36536,SJFQ,2953.0,66.0,0,0
36537,SJFR,3281.0,66.0,0,0
36538,SJFS,69.0,69.0,0,0
36539,SJFT,2953.0,66.0,0,0
36540,SJFU,2953.0,66.0,0,0
36541,SJFV,4160.0,66.0,0,0
36542,SJFW,3281.0,59.0,0,0
36543,SJFX,4921.0,98.0,0,0
36544,SJFY,98.0,98.0,0,0
36545,SJFZ,66.0,66.0,0,0
36546,SJGA,1969.0,66.0,0,0
36547,SJGB,3937.0,66.0,0,0
36548,SJGC,4265.0,98.0,0,0
36549,SJGD,4921.0,98.0,0,1
36549,SJGD,3937.0,66.0,0,0
36550,SJGE,1804.0,66.0,0,0
36551,SJGF,1253.0,59.0,0,0
36552,SJGG,69.0,69.0,0,0
36553,SJGH,1969.0,59.0,0,0
36554,SJGI,1969.0,131.0,0,0
36555,SJGJ,1640.0,59.0,0,0
36556,SJGK,3609.0,98.0,0,0
36557,SJGL,59.0,59.0,0,0
36558,SJGM,62.0,62.0,0,0
36559,SJGN,3937.0,66.0,0,0
36560,SJGO,3215.0,66.0,0,0
258,SJGP,3786.0,75.0,0,0
36561,SJGQ,62.0,62.0,0,0
36562,SJGR,2953.0,62.0,0,0
36563,SJGS,59.0,59.0,0,0
36564,SJGT,3281.0,82.0,0,0
259,SJGU,4921.0,98.0,0,0
36565,SJGV,69.0,69.0,0,0
36566,SJGW,3281.0,75.0,0,0
36567,SJGX,2297.0,59.0,0,0
36568,SJGY,2625.0,98.0,0,0
36569,SJGZ,3281.0,82.0,0,0
36570,SJHA,3937.0,66.0,0,0
36571,SJHB,59.0,59.0,0,0
36572,SJHC,66.0,66.0,0,0
36573,SJHD,4265.0,82.0,0,0
36574,SJHE,2625.0,82.0,0,0
36574,SJHE,3937.0,82.0,0,1
36575,SJHF,3281.0,59.0,0,0
30824,SJHG,3609.0,98.0,0,0
36576,SJHH,3281.0,82.0,0,0
36577,SJHI,69.0,69.0,0,0
