ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
GOTT,medium_airport,Tambacounda Airport,13.73680019378662,-13.65310001373291,AF,SN-TC,Tambacounda,TUD,28999.0,LFSJ,0.0,0.0,528.22,8612.2,360.89
GQNA,small_airport,Aioun el Atrouss Airport,16.711299896240234,-9.637880325317383,AF,MR-02,Aioun El Atrouss,AEO,29001.0,LFSL,0.0,0.0,3120.08,10669.12,360.89
GQNB,small_airport,Boutilimit Airport,17.533000946044922,-14.68299961090088,AF,MR-06,Boutilimit,OTL,4233.0,LFSM,1.0,0.0,396.98,18300.53,216.54
GQNC,small_airport,Tichitt Airport,18.450000762939453,-9.517000198364258,AF,MR-09,Tichitt,THI,4234.0,LFSN,1.0,0.0,1840.55,17221.13,429.79
GQND,small_airport,Tidjikja Airport,18.570101,-11.4235,AF,MR-09,Tidjikja,TIY,4235.0,LFSO,1.0,0.0,4402.89,25846.46,485.56
GQNE,small_airport,Abbaye Airport,16.63331413269043,-14.200000762939453,AF,MR-05,Boghe,BGH,4236.0,LFSP,1.0,0.0,216.54,10764.44,321.52
GQNF,small_airport,Kiffa Airport,16.59,-11.4062,AF,MR-03,Kiffa,KFA,30786.0,LFSQ,0.0,1.0,1410.76,30570.87,485.56
GQNH,small_airport,Timbedra Airport,16.232999801635742,-8.166999816894531,AF,MR-01,Timbedra,TMD,4237.0,LFSR,1.0,0.0,2270.34,26715.88,515.09
GQNI,small_airport,Néma Airport,16.622,-7.3166,AF,MR-01,Néma,EMN,4238.0,LFST,1.0,0.0,2444.23,25833.33,485.56
GQNJ,small_airport,Akjoujt Airport,19.73301696777344,-14.383249282836914,AF,MR-12,Akjoujt,AJJ,29002.0,LFSU,0.0,0.0,1322.18,9901.58,360.89
GQNK,small_airport,Kaédi Airport,16.1595,-13.5076,AF,MR-04,Kaédi,KED,29003.0,LFSV,0.0,0.0,246.06,12916.67,360.89
GQNL,small_airport,Letfotar Airport,17.75,-12.5,AF,MR-05,Moudjeria,MOM,29003.0,LFSV,0.0,0.0,839.9,12378.61,360.89
GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.969722199999998,AF,MR-NKC,Nouakchott,NKC,4239.0,LFSX,1.0,0.0,29.53,24921.26,387.14
GQNS,small_airport,Sélibaby Airport,15.179699897766113,-12.207300186157227,AF,MR-10,Sélibaby,SEY,4239.0,LFSX,1.0,0.0,718.5,26187.66,485.56
GQNT,small_airport,Tamchakett Airport,17.23157,-10.77923,AF,MR-02,Tamchakett,THT,29005.0,LFSZ,0.0,0.0,2034.12,12916.67,807.09
GQPA,medium_airport,Atar International Airport,20.506799697875977,-13.04319953918457,AF,MR-07,Atar,ATR,4240.0,LFTF,0.0,0.0,2408.14,21230.32,321.52
GQPF,small_airport,Fderik Airport,22.673551,-12.729262,AF,MR-11,Fderik,FGD,4241.0,LFTH,1.0,0.0,3152.89,22818.24,485.56
GQPP,medium_airport,Nouadhibou International Airport,20.9330997467041,-17.030000686645508,AF,MR-08,Nouadhibou,NDB,4241.0,LFTH,1.0,0.0,78.74,20472.44,538.06
GQPZ,small_airport,Tazadit Airport,22.757345,-12.482228,AF,MR-11,Zouérate,OUZ,4242.0,LFTW,1.0,0.0,3671.26,26263.12,485.56
GRC,small_airport,Grand Cess Airport,4.571000000000001,-8.2076,AF,LR-GK,Grand Cess,GRC,4272.0,LGLR,0.0,0.0,91.86,31860.24,485.56
GRH,closed,Garuahi Airport,-10.225149,150.487667,OC,PG-MBA,Garuahi,GRH,4272.0,LGLR,1.0,0.0,164.04,31860.24,321.52
GTZ,small_airport,Kirawira B Aerodrome,-2.1608330000000002,34.225556,AF,TZ-13,Grumeti Game Reserve,GTZ,4296.0,LHBP,1.0,0.0,13024.93,39901.58,488.85
GUCY,medium_airport,Conakry International Airport,9.576889999999999,-13.612,AF,GN-C,Conakry,CKY,4297.0,LHDC,0.0,1.0,236.22,26532.15,754.59
GUE,small_airport,Guriaso (Keraso) Airport,-3.583167,141.5895,OC,PG-SAN,Guriaso,GUE,4297.0,LHDC,1.0,0.0,1312.34,26889.76,429.79
GUFA,small_airport,Fria Airport,10.3506,-13.5692,AF,GN-B,Fria,FIG,43982.0,LHEC,0.0,0.0,1637.14,9150.26,967.85
GUFH,small_airport,Faranah Airport,10.0354995728,-10.7698001862,AF,GN-F,Faranah,FAA,43033.0,LHEM,0.0,0.0,4842.52,10764.44,360.89
GUKU,small_airport,Kissidougou Airport,9.1605596542358,-10.124400138855,AF,GN-F,Kissidougou,KSI,31817.0,LHGD,0.0,0.0,5931.76,10761.16,623.36
GULB,small_airport,Tata Airport,11.337512,-12.290869,AF,GN-L,Labé,LEK,309481.0,LHGR,0.0,0.0,11141.73,9150.26,2152.23
GUMA,small_airport,Macenta Airport,8.481857000000002,-9.525071,AF,GN-N,Macenta,MCA,318133.0,LHGU,0.0,0.0,5544.62,321.52,321.52
GUNZ,small_airport,Nzérékoré Airport,7.8104130000000005,-8.702073,AF,GN-N,Nzérékoré,NZE,43035.0,LHGY,0.0,0.0,5436.35,8179.13,1292.65
GUOK,small_airport,Boké Baralande Airport,10.9658,-14.2811,AF,GN-B,Boké,BKJ,43032.0,LHHH,0.0,0.0,538.06,10764.44,1076.12
GUSB,small_airport,Sambailo Airport,12.575315,-13.363349,AF,GN-B,Koundara,SBI,29987.0,LHJK,0.0,0.0,967.85,6456.69,193.57
GUSI,small_airport,Siguiri Airport,11.399833000000001,-9.188410000000001,AF,GN-K,Siguiri,GII,29987.0,LHJK,0.0,0.0,4251.97,10764.44,321.52
GUXN,small_airport,Kankan Airport,10.448438000000001,-9.228757,AF,GN-K,Kankan,KNN,43036.0,LHKD,0.0,0.0,4048.56,12916.67,269.03
GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,AF,CV-B,Espargos,SID,4299.0,LHKE,1.0,0.0,580.71,26902.89,646.33
GVAN,small_airport,Agostinho Neto Airport,17.202800750732422,-25.090599060058594,AF,CV-B,Ponta do Sol,NTO,30029.0,LHKH,0.0,0.0,104.99,8070.87,1722.44
GVBA,medium_airport,Rabil Airport,16.136499404907227,-22.888900756835934,AF,CV-B,Rabil,BVC,30029.0,LHKH,0.0,1.0,226.38,5774.28,984.25
GVMA,medium_airport,Maio Airport,15.15590000152588,-23.21369934082031,AF,CV-S,Vila do Maio,MMO,317557.0,LHKT,0.0,0.0,118.11,8612.2,485.56
GVMT,small_airport,Mosteiros Airport,15.045000076293945,-24.33919906616211,AF,CV-S,Vila do Mosteiros,MTI,30009.0,LHKV,0.0,0.0,216.54,6673.23,193.57
GVNP,medium_airport,Praia International Airport,14.924500465393065,-23.49349975585937,AF,CV-S,Praia,RAI,30009.0,LHKV,0.0,0.0,754.59,12916.67,2152.23
GVSF,small_airport,São Filipe Airport,14.885000228900001,-24.479999542199998,AF,CV-S,São Filipe,SFL,4300.0,LHNY,1.0,0.0,2024.28,10764.44,646.33
GVSN,medium_airport,Preguiça Airport,16.58839988708496,-24.28470039367676,AF,CV-B,Preguiça,SNE,4300.0,LHNY,1.0,0.0,2194.88,10764.44,216.54
GVSV,medium_airport,São Pedro Airport,16.8332,-25.0553,AF,CV-B,São Pedro,VXE,4301.0,LHOY,0.0,0.0,216.54,17221.13,3228.35
GWN,closed,Gnarowein Airport,-6.555,146.248,OC,PG-MPL,Gnarowein,GWN,30239.0,LHPA,1.0,0.0,1722.44,25816.93,360.89
GY-BCG,small_airport,Bemichi Airport,7.640211999999999,-58.961786,SA,GY-BA,Kumaka,BCG,4305.0,LHSM,1.0,0.0,308.4,26909.45,646.33
GY-BTO,small_airport,Botopasi Airport,4.21751109352,-55.4470539093,SA,SR-SI,Botopasi,BTO,4305.0,LHSM,0.0,1.0,793.96,10170.6,695.54
GY-DOE,small_airport,Djumu-Djomoe Airport,4.00571261057,-55.481643676800005,SA,SR-SI,Djumu-Djomoe,DOE,4306.0,LHSN,1.0,0.0,951.44,21528.87,751.31
GY-LDO,small_airport,Ladouanie Airport,4.376108283450001,-55.4070568085,SA,SR-SI,Aurora,LDO,30003.0,LHTA,0.0,0.0,774.28,26919.29,360.89
GY-WSO,small_airport,Washabo Airport,5.2152769999999995,-57.185302,SA,SR-SI,Washabo,WSO,30488.0,LHTL,0.0,0.0,223.1,10669.12,360.89
HAAB,large_airport,Addis Ababa Bole International Airport,8.977889999999999,38.799301,AF,ET-AA,Addis Ababa,ADD,4315.0,LIBR,1.0,0.0,25032.81,32808.4,485.56
HABC,small_airport,Baco Airport,5.78287,36.562,AF,ET-SN,Baco,BCO,4318.0,LICC,1.0,0.0,15026.25,26210.63,485.56
HABD,medium_airport,Bahir Dar Airport,11.608099937438965,37.32160186767578,AF,ET-AM,Bahir Dar,BJR,4319.0,LICD,1.0,0.0,19612.86,19376.64,485.56
HABE,small_airport,Beica Airport,9.386389999999999,34.5219,AF,ET-OR,Beica,BEI,4320.0,LICG,0.0,0.0,17749.34,13133.2,321.52
HADB,closed,Degah Bur Airport,8.234,43.5673,AF,ET-SO,Degah Bur,DGC,4321.0,LICJ,1.0,0.0,11646.98,22322.84,485.56
HADC,small_airport,Combolcha Airport,11.082500457763672,39.71139907836914,AF,ET-AM,Dessie,DSE,4321.0,LICJ,1.0,0.0,20068.9,35800.53,646.33
HADD,small_airport,Dembidollo Airport,8.553999900817871,34.85800170898437,AF,ET-GA,Dembidollo,DEM,31822.0,LICL,0.0,0.0,17060.37,4304.46,360.89
HADM,small_airport,Debra Marcos Airport,10.350000381469727,37.71699905395508,AF,ET-AM,Debra Marcos,DBM,4322.0,LICP,0.0,0.0,26692.91,13175.85,485.56
HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,AF,ET-DD,Dire Dawa,DIR,4323.0,LICR,1.0,0.0,12555.77,21486.22,485.56
HADT,small_airport,Debre Tabor Airport,11.967000007629395,38.0,AF,ET-AM,Debre Tabor,DBT,4324.0,LICT,1.0,0.0,27854.33,29042.0,485.56
HAFN,small_airport,Fincha Airport,9.583000183105467,37.349998474121094,AF,ET-OR,Fincha,FNH,4325.0,LICZ,1.0,0.0,24934.38,26286.09,321.52
HAGB,small_airport,Robe Airport,7.116063400000001,40.0463033,AF,ET-OR,Goba,GOB,4325.0,LICZ,1.0,0.0,25892.39,26499.34,485.56
HAGH,small_airport,Ghinnir Airport,7.150000095369999,40.716999054,AF,ET-OR,Ghinnir,GNN,4326.0,LIDA,0.0,0.0,21322.18,10669.12,360.89
HAGM,medium_airport,Gambella Airport,8.12876033782959,34.563098907470696,AF,ET-GA,Gambela,GMB,4326.0,LIDA,0.0,0.0,5295.28,12057.09,246.06
HAGN,medium_airport,Gonder Airport,12.51990032196045,37.433998107910156,AF,ET-AM,Gondar,GDQ,4326.0,LIDA,0.0,0.0,21158.14,11840.55,967.85
HAGO,medium_airport,Gode Airport,5.935130119319999,43.578601837200004,AF,ET-SO,Gode,GDE,29417.0,LIDB,0.0,0.0,2736.22,8740.16,360.89
HAGR,small_airport,Gore Airport,8.1614,35.5529,AF,ET-OR,Gore,GOR,4327.0,LIDE,0.0,0.0,21587.93,13044.62,321.52
HAHM,medium_airport,Harar Meda Airport,8.7163,39.0059,AF,ET-OR,Debre Zeyit,QHR,4327.0,LIDE,0.0,0.0,20344.49,10669.12,360.89
HAHU,small_airport,Humera Airport,14.283973000000001,36.581369,AF,ET-TI,Humera,HUE,29418.0,LIDF,0.0,0.0,6332.02,14530.84,538.06
HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,AF,ET-SO,Jijiga,JIJ,29419.0,LIDG,0.0,0.0,19534.12,8608.92,246.06
HAJM,medium_airport,Jimma Airport,7.66609001159668,36.81660079956055,AF,ET-OR,Jimma,JIM,29422.0,LIDP,0.0,0.0,18044.62,13346.46,246.06
HAKD,small_airport,Kebri Dahar Airport,6.732577,44.241339,AF,ET-SO,Kebri Dahar,ABK,4328.0,LIDR,0.0,0.0,5905.51,12916.67,321.52
HAKL,small_airport,Kelafo East Airport,5.6570000648498535,44.349998474121094,AF,ET-SO,Kelafo,LFO,4328.0,LIDR,0.0,1.0,5675.85,8612.2,538.06
HALA,medium_airport,Awasa Airport,7.095,38.398333,AF,ET-XSD,Awasa,AWA,4329.0,LIDT,1.0,0.0,17880.58,10547.9,321.52
HALL,small_airport,Lalibella Airport,11.975000381469727,38.97999954223633,AF,ET-AM,Lalibela,LLI,30380.0,LIDW,0.0,0.0,21345.15,8074.15,538.06
HAMA,small_airport,Mekane Selam Airport,10.7254,38.7415,AF,ET-AM,Mekane Selam,MKS,4330.0,LIEA,1.0,0.0,27575.46,32293.31,485.56
HAMM,small_airport,Metema Airport,12.9329996109,36.1669998169,AF,ET-AM,Metema,ETE,4333.0,LIEO,1.0,0.0,8694.23,29547.25,485.56
HAMN,small_airport,Mendi Airport,9.767000000000001,35.099998,AF,ET-OR,Mendi,NDM,29424.0,LIER,1.0,0.0,18044.62,12906.82,321.52
HAMR,small_airport,Mui River Airport,5.8646,35.7485,AF,ET-SN,Omo National Park,MUJ,4334.0,LIET,1.0,0.0,6017.06,12788.71,321.52
HAMT,small_airport,Mizan Teferi Airport,6.9571,35.5547,AF,ET-GA,Mizan Teferi,MTF,46548.0,LIKD,0.0,0.0,14422.57,6998.03,321.52
HANG,small_airport,Negele Airport,5.2897,39.7023,AF,ET-OR,Negele Borana,EGL,29425.0,LILA,0.0,0.0,17158.79,6889.76,321.52
HANJ,small_airport,Nejjo Airport,9.55,35.466995000000004,AF,ET-OR,Nejo,NEJ,4335.0,LILE,1.0,0.0,20177.17,15944.88,321.52
HANK,small_airport,Nekemte Airport,9.050000190734863,36.599998474121094,AF,ET-OR,Nekemte,NEK,29427.0,LILG,0.0,0.0,21325.46,8612.2,360.89
HAPW,small_airport,Beles Airport,11.3126,36.4164,AF,ET-BE,Pawe,PWI,4336.0,LILH,0.0,0.0,12122.7,10764.44,321.52
HASD,small_airport,Soddu Airport,6.816999912261963,37.75,AF,ET-OR,Soddu,SXU,4337.0,LILN,0.0,0.0,20997.38,15285.43,429.79
HASK,small_airport,Shakiso Airport,5.6923,38.9764,AF,ET-OR,Shakiso,SKR,29431.0,LILR,0.0,0.0,19078.08,6994.75,321.52
HASM,small_airport,Semera Airport,11.7875,40.9915,AF,ET-AF,Semera,SZE,29432.0,LILV,0.0,0.0,4560.37,7536.09,538.06
HASO,medium_airport,Asosa Airport,10.018500328063963,34.586299896240234,AF,ET-BE,Asosa,ASO,44003.0,LILY,0.0,0.0,16732.28,10669.12,360.89
HATP,small_airport,Tippi Airport,7.2024,35.415,AF,ET-GA,Tippi,TIE,4338.0,LIMA,0.0,0.0,3608.92,11561.68,321.52
HAWC,small_airport,Waca Airport,7.166999816894531,37.16699981689453,AF,ET-OR,Waca,WAC,4338.0,LIMA,0.0,0.0,13779.53,8074.15,429.79
HAWR,small_airport,Warder Airport,6.9724,45.3334,AF,ET-SO,Warder,WRA,4339.0,LIMB,0.0,0.0,6069.55,11624.02,321.52
HAZ,small_airport,Hatzfeldhaven Airport,-4.4033,145.2056,OC,PG-MPM,Hatzfeldhaven,HAZ,4340.0,LIMC,1.0,0.0,85.3,42194.88,646.33
HBBA,medium_airport,Bujumbura Melchior Ndadaye International Airport,-3.3240199999999995,29.318501,AF,BI-BM,Bujumbura,BJM,4341.0,LIME,1.0,0.0,8471.13,31614.17,485.56
HBBE,small_airport,Gitega Airport,-3.4172089999999997,29.911308000000002,AF,BI-GI,Gitega,GID,4341.0,LIME,0.0,0.0,18835.3,8372.7,193.57
HBBO,small_airport,Kirundo Airport,-2.544772,30.094575,AF,BI-KI,Kirundo,KRE,4344.0,LIMJ,1.0,0.0,14799.87,31377.95,485.56
HBQ,medium_airport,Haibei Qilian Airport,38.012,100.64399999999999,AS,CN-63,Qilian,HBQ,4345.0,LIML,0.0,0.0,34045.28,6469.82,236.22
HBT,seaplane_base,Hambantota Seaplane Base,6.124043,81.10300000000001,AS,LK-3,Hambantota,HBT,4345.0,LIML,1.0,0.0,0.0,26263.12,646.33
HCMA,small_airport,Alula Airport,11.9582,50.748000000000005,AF,SO-BR,Alula,ALU,4346.0,LIMN,1.0,0.0,19.69,32211.29,308.4
HCMB,small_airport,Baidoa Airport,3.1019200000000002,43.627137,AF,SO-BY,Baidoa,BIB,4347.0,LIMP,1.0,0.0,5971.13,22841.21,485.56
HCMC,small_airport,Candala Airport,11.494000000000002,49.9085,AF,SO-BR,Candala,CXN,30196.0,LIMR,0.0,0.0,98.43,9957.35,321.52
HCMD,small_airport,Bardera Airport,2.3301950000000002,42.311802,AF,SO-GE,Bardera,BSY,4348.0,LIMS,1.0,0.0,13779.53,32244.1,485.56
HCME,small_airport,Eil Airport,8.104,49.82,AF,SO-NU,Eyl,HCM,4349.0,LIMW,1.0,0.0,2883.86,13412.07,321.52
HCMF,small_airport,Bosaso / Bender Qassim International Airport,11.275235,49.139231,AF,SO-BR,Bosaso,BSA,4350.0,LIMZ,1.0,0.0,9.84,22647.64,485.56
HCMG,small_airport,Gardo Airport,9.517000198364258,49.08300018310547,AF,SO-BR,Gardo,GSR,319115.0,LINF,0.0,0.0,8635.17,5918.64,269.03
HCMH,medium_airport,Egal International Airport,9.513207000000001,44.082389,AF,SO-WO,Hargeisa,HGA,29433.0,LINL,0.0,0.0,14668.64,6607.61,321.52
HCMI,medium_airport,Berbera Airport,10.385035,44.936723,AF,SO-WO,Berbera,BBO,29443.0,LIPA,0.0,0.0,98.43,28054.46,472.44
HCMJ,small_airport,Lugh Ganane Airport,3.8124,42.5459,AF,SO-GE,Luuq,LGX,4352.0,LIPB,1.0,0.0,1663.39,13959.97,321.52
HCMK,medium_airport,Kismayo Airport,-0.377353,42.459202000000005,AF,SO-JH,Kismayo,KMU,4352.0,LIPB,0.0,0.0,160.76,7513.12,216.54
HCMM,medium_airport,Aden Adde International Airport,2.014440059661865,45.3046989440918,AF,SO-BN,Mogadishu,MGQ,4353.0,LIPC,1.0,0.0,95.14,32831.37,485.56
HCMN,small_airport,Beledweyne Airport,4.7669760000000005,45.2388,AF,SO-HI,Beledweyne,BLW,29434.0,LIPD,0.0,0.0,1833.99,7857.61,429.79
HCMO,small_airport,Hobyo Airport,5.358003,48.515281,AF,SO-MU,Hobyo,CMO,4354.0,LIPE,1.0,0.0,213.25,30170.6,485.56
HCMR,small_airport,Galcaio Airport,6.78082990646,47.45470047,AF,SO-MU,Galcaio,GLK,29436.0,LIPG,0.0,0.0,3198.82,7532.81,360.89
HCMS,small_airport,Iskushuban Airport,10.3,50.233002,AF,SO-BR,Iskushuban,CMS,4355.0,LIPH,1.0,0.0,3677.82,26053.15,472.44
HCMU,small_airport,Erigavo Airport,10.642050549,47.387981414799995,AF,SO-SA,Erigavo,ERA,4356.0,LIPI,1.0,0.0,18766.4,27444.23,472.44
HCMV,small_airport,Burao Airport,9.5275,45.5549,AF,SO-TO,Burao,BUO,4357.0,LIPK,1.0,0.0,11154.86,25941.6,485.56
HCMW,small_airport,Garowe Airport,8.457942,48.567407,AF,SO-NU,Garowe,GGR,4358.0,LIPL,1.0,0.0,4806.43,32194.88,485.56
HDAM,medium_airport,Djibouti-Ambouli Airport,11.547300338745115,43.15950012207031,AF,DJ-DJ,Djibouti City,JIB,4359.0,LIPN,0.0,0.0,160.76,10915.35,236.22
HDAS,small_airport,Ali-Sabieh Airport,11.146889,42.72,AF,DJ-AS,Ali-Sabieh,AII,4360.0,LIPO,1.0,0.0,7588.58,32185.04,485.56
HDOB,small_airport,Obock Airport,11.967000007629395,43.266998291015625,AF,DJ-OB,Obock,OBC,4365.0,LIPU,1.0,0.0,226.38,12076.77,321.52
HDTJ,small_airport,Tadjoura Airport,11.787037,42.917376000000004,AF,DJ-TA,Tadjoura,TDJ,29438.0,LIPV,0.0,0.0,807.09,10698.82,482.28
HE25,small_airport,El Minya Airport,28.1012992859,30.730300903299998,AF,EG-MN,Minya,EMY,4372.0,LIRF,1.0,0.0,396.98,35593.83,482.28
HE40,small_airport,Sidi Barrani Airport,31.466600418091,25.878000259399,AF,EG-MT,Sidi Barrani,SQK,4380.0,LIRQ,1.0,0.0,1049.87,18835.3,485.56
HEAL,medium_airport,El Alamein International Airport,30.9245,28.461399,AF,EG-MT,El Alamein,DBB,4383.0,LIRV,0.0,0.0,469.16,10816.93,269.03
HEAR,medium_airport,El Arish International Airport,31.073299408,33.8358001709,AS,EG-SIN,El Arish,AAC,4383.0,LIRV,0.0,0.0,396.98,6351.71,367.45
HEAT,medium_airport,Asyut International Airport,27.045792,31.012755,AF,EG-AST,Asyut,ATZ,4384.0,LIRZ,1.0,0.0,2454.07,23671.26,485.56
HEAX,medium_airport,El Nuzha Airport,31.192333,29.953081,AF,EG-ALX,Alexandria,ALY,308672.0,LIVV,0.0,0.0,-19.69,7211.29,269.03
HEBA,medium_airport,Borg El Arab International Airport,30.916153,29.694401,AF,EG-ALX,Alexandria,HBE,30071.0,LJBL,0.0,0.0,580.71,12162.07,246.06
HEBL,medium_airport,Abu Simbel Airport,22.3759994507,31.611700058,AF,EG-ASN,Abu Simbel,ABS,30071.0,LJBL,0.0,1.0,2021.0,6456.69,321.52
HECA,large_airport,Cairo International Airport,30.12190055847168,31.40559959411621,AF,EG-C,Cairo,CAI,4385.0,LJCE,0.0,0.0,1253.28,26181.1,492.13
HECP,medium_airport,Capital International Airport,30.074293,31.842959999999998,AF,EG-C,New Administrative Capital,CCE,29766.0,LJCL,0.0,0.0,2496.72,8694.23,1082.68
HEDK,small_airport,Dakhla Airport,25.4116,29.003099,AF,EG-WAD,Al Wahat Al Dakhla,DAK,44770.0,LJDI,0.0,0.0,2011.15,8612.2,157.48
HEGN,large_airport,Hurghada International Airport,27.180325,33.807292,AF,EG-BA,Hurghada,HRG,4387.0,LJMB,1.0,0.0,104.99,26909.45,485.56
HEGR,medium_airport,El Gora Airport,31.072783,34.132290000000005,AF,EG-SIN,El Gora,EGH,30174.0,LJMS,0.0,0.0,1062.99,9688.32,590.55
HELX,medium_airport,Luxor International Airport,25.674629,32.700012,AF,EG-KN,Luxor,LXR,44772.0,LJPT,0.0,0.0,905.51,11873.36,1076.12
HEMA,medium_airport,Marsa Alam International Airport,25.557100295999998,34.5836982727,AF,EG-BA,Marsa Alam,RMF,4388.0,LJPZ,1.0,0.0,823.49,12923.23,321.52
HEMM,medium_airport,Marsa Matruh Airport,31.325398999999997,27.221701,AF,EG-MT,Marsa Matruh,MUH,4389.0,LJSG,0.0,0.0,308.4,12959.32,229.66
HEO,small_airport,Haelogo Airport,-9.13658,147.598434,OC,PG-CPM,Haelogo,HEO,30523.0,LJVE,0.0,0.0,10554.46,7687.01,196.85
HEOW,small_airport,Sharq El Owainat International Airport,22.5853,28.715372,AF,EG-WAD,Sharq El Owainat,GSQ,29696.0,LKBE,0.0,0.0,2818.24,7857.61,643.04
HEPS,medium_airport,Port Said Airport,31.279399871826172,32.240001678466804,AF,EG-SHR,Port Said,PSD,29696.0,LKBE,0.0,0.0,26.25,8070.87,643.04
HESC,medium_airport,Saint Catherine International Airport,28.682729,34.060503000000004,AF,EG-JS,Saint Catherine,SKV,29714.0,LKBO,0.0,0.0,14442.26,8933.73,193.57
HESG,medium_airport,Sohag International Airport,26.342778000000003,31.742778,AF,EG-SHG,Sohag,HMB,29728.0,LKBR,0.0,0.0,1017.06,9901.58,193.57
HESH,large_airport,Sharm El Sheikh International Airport,27.977301,34.395,AF,EG-JS,Sharm el-Sheikh,SSH,29731.0,LKBU,0.0,0.0,469.16,7857.61,321.52
HESN,medium_airport,Aswan International Airport,23.964399337800003,32.8199996948,AF,EG-ASN,Aswan,ASW,29731.0,LKBU,0.0,0.0,2171.92,7857.61,246.06
HESW,small_airport,Siwa Oasis North Airport,29.345621,25.505762,AF,EG-MT,Siwa,SEW,29778.0,LKCB,0.0,0.0,1082.68,10761.16,298.56
HESX,medium_airport,Sphinx International Airport,30.108148,30.895690000000002,AF,EG-GZ,Giza,SPX,29778.0,LKCB,0.0,0.0,1814.3,10761.16,193.57
HETB,medium_airport,Taba International Airport,29.587799,34.778099,AF,EG-SIN,Taba,TCP,29778.0,LKCB,0.0,1.0,7923.23,10669.12,360.89
HETR,small_airport,El Tor Airport,28.209,33.6455,AF,EG-JS,El Tor,ELT,29773.0,LKCE,0.0,0.0,377.3,7532.81,429.79
HHAS,medium_airport,Asmara International Airport,15.291899681091307,38.91070175170898,AF,ER-SK,Asmara,ASM,29782.0,LKCO,0.0,1.0,25134.52,10669.12,360.89
HHMS,medium_airport,Massawa International Airport,15.670000076293945,39.37009811401367,AF,ER-SK,Massawa,MSW,4393.0,LKCS,0.0,0.0,636.48,26909.45,859.58
HHSB,medium_airport,Assab International Airport,13.071800231933596,42.64500045776367,AF,ER-DK,Asab,ASA,29785.0,LKCT,0.0,0.0,150.92,10869.42,538.06
HHTS,small_airport,Tessenei Airport,15.104322,36.681711,AF,ER-GB,Tessenei,TES,4394.0,LKCV,1.0,0.0,6620.74,25836.62,646.33
HIA,medium_airport,Lianshui Airport,33.7908333333,119.125,AS,CN-32,Huai'an,HIA,30052.0,LKKY,0.0,0.0,91.86,10826.77,1312.34
HIL,small_airport,Shilavo Airport,6.077545,44.763736,AF,ET-SO,Shilavo,HIL,30076.0,LKLB,0.0,0.0,4251.97,11302.49,538.06
HJJJ,large_airport,Juba International Airport,4.8720099999999995,31.601101,AF,SS-17,Juba,JUB,4400.0,LKLN,0.0,0.0,4963.91,15606.96,646.33
HKAM,medium_airport,Amboseli Airport,-2.645050048828125,37.25310134887695,AF,KE-700,Amboseli National Park,ASV,21573.0,LL10,0.0,0.0,12319.55,5741.47,229.66
HKEL,medium_airport,Eldoret International Airport,0.4044579863548279,35.23889923095703,AF,KE-700,Eldoret,EDL,3277.0,LL1A,0.0,0.0,22772.31,20354.33,321.52
HKES,small_airport,Eliye Springs Airport,3.216670036315918,35.96670150756836,AF,KE-700,Eliye Springs,EYS,21578.0,LL20,0.0,0.0,4576.77,8530.18,328.08
HKFG,small_airport,Kalokol Airport,3.4916099999999997,35.836777000000005,AF,KE-700,Kalokol,KLK,21579.0,LL22,0.0,0.0,4084.65,6364.83,82.02
HKGA,small_airport,Garissa Airport,-0.4635080099105835,39.64830017089844,AF,KE-500,Garissa,GAS,21580.0,LL23,0.0,0.0,1558.4,7545.93,229.66
HKHO,small_airport,Hola Airport,-1.5219999551773071,40.00400161743164,AF,KE-300,Hola,HOA,21583.0,LL26,0.0,0.0,639.76,7332.68,295.28
HKJK,large_airport,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,AF,KE-110,Nairobi,NBO,21585.0,LL28,0.0,0.0,17486.88,5249.34,229.66
HKKE,small_airport,Keekorok Airport,-1.5863450000000001,35.257455,AF,KE-700,Keekorok,KEU,21587.0,LL32,0.0,0.0,19028.87,8628.61,213.25
HKKG,small_airport,Kakamega Airport,0.271342009306,34.787300109899995,AF,KE-900,Kakamega,GGM,18052.0,LL34,0.0,0.0,16469.82,7545.93,328.08
HKKI,medium_airport,Kisumu Airport,-0.0861390009522438,34.72890090942383,AF,KE-600,Kisumu,KIS,21589.0,LL35,0.0,0.0,12250.66,164.04,164.04
HKKL,small_airport,Kilaguni Airport,-2.9106099605560303,38.06520080566406,AF,KE-300,Kilaguni,ILU,21590.0,LL36,0.0,0.0,9022.31,984.25,492.13
HKKR,small_airport,Kericho Airport,-0.3899,35.242093,AF,KE-700,Kericho,KEY,21591.0,LL37,0.0,0.0,21148.29,137.8,137.8
HKKT,medium_airport,Kitale Airport,0.9719889760017396,34.95859909057617,AF,KE-700,Kitale,KTL,21593.0,LL39,0.0,0.0,19914.7,6889.76,229.66
