ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
VNLD,small_airport,Lamidanda Airport,27.25309944152832,86.66999816894531,AS,NP-SA,Lamidanda,LDN,0.0,0,0.0,0.0,13451.44,0.0,0.0
VNLK,small_airport,Lukla Airport,27.686899185180664,86.72969818115234,AS,NP-SA,Lukla,LUA,0.0,0,0.0,0.0,30774.28,0.0,0.0
VNLT,small_airport,Langtang Airport,28.20000076293945,85.58300018310547,AS,NP-BA,Langtang,LTG,0.0,0,0.0,0.0,39370.08,0.0,0.0
VNMA,small_airport,Manang Airport,28.641399,84.089203,AS,NP-GA,Ngawal,NGX,0.0,0,0.0,0.0,36092.52,0.0,0.0
VNMG,small_airport,Meghauli Airport,27.5774,84.22875,AS,NP-NA,Meghauli,MEY,0.0,0,0.0,0.0,1968.5,0.0,0.0
VNMN,small_airport,Mahendranagar Airport,28.96319961547852,80.14790344238281,AS,NP-MA,Mahendranagar,XMG,0.0,0,0.0,0.0,2132.55,0.0,0.0
VNNG,medium_airport,Nepalgunj Airport,28.103599548339844,81.66699981689453,AS,NP-BH,Nepalgunj,KEP,0.0,0,0.0,0.0,1771.65,0.0,0.0
VNPK,medium_airport,Pokhara Airport,28.20089912414551,83.98210144042969,AS,NP-GA,Pokhara,PKR,0.0,0,0.0,0.0,8897.64,0.0,0.0
VNPL,small_airport,Phaplu Airport,27.517787,86.58445400000001,AS,NP-SA,Phaplu,PPL,0.0,0,0.0,0.0,25977.69,0.0,0.0
VNRB,small_airport,Rajbiraj Airport,26.510066,86.733902,AS,NP-SA,Rajbiraj,RJB,0.0,0,0.0,0.0,820.21,0.0,0.0
VNRC,small_airport,Ramechhap Airport,27.393999099731445,86.0614013671875,AS,NP-JA,Ramechhap,RHP,0.0,0,0.0,0.0,5101.71,0.0,0.0
VNRK,small_airport,Rukum Chaurjahari Airport,28.627001,82.19402099999999,AS,NP-RA,Rukumkot,RUK,0.0,0,0.0,0.0,8202.1,0.0,0.0
VNRP,small_airport,Rolpa Airport,28.267291999999998,82.756496,AS,NP-RA,Rolpa,RPA,0.0,0,0.0,0.0,13451.44,0.0,0.0
VNRT,small_airport,Rumjatar Airport,27.30349922180176,86.55039978027344,AS,NP-SA,Rumjatar,RUM,0.0,0,0.0,0.0,14763.78,0.0,0.0
VNSB,small_airport,Syangboche Airport,27.8112,86.7124,AS,NP-SA,Namche Bazaar,SYH,0.0,0,0.0,0.0,40682.42,0.0,0.0
VNSI,small_airport,Simara Airport,27.159803000000004,84.980021,AS,NP-NA,Simara,SIF,0.0,0,0.0,0.0,1476.38,0.0,0.0
VNSK,small_airport,Surkhet Airport,28.586,81.636002,AS,NP-BH,Surkhet,SKH,0.0,0,0.0,0.0,7874.02,0.0,0.0
VNSR,small_airport,Sanfebagar Airport,29.236628999999997,81.215317,AS,NP-SE,Sanfebagar,FEB,0.0,0,0.0,0.0,7480.32,0.0,0.0
VNST,small_airport,Simikot Airport,29.971099853515625,81.81890106201172,AS,NP-KA,Simikot,IMK,0.0,0,0.0,0.0,30334.65,0.0,0.0
VNTJ,medium_airport,Taplejung Airport,27.3509,87.69525,AS,NP-ME,Taplejung,TPJ,0.0,0,0.0,0.0,26213.91,0.0,0.0
VNTP,small_airport,Tikapur Airport,28.5219,81.123,AS,NP-SE,Tikapur,TPU,0.0,0,0.0,0.0,1712.6,0.0,0.0
VNTR,small_airport,Tumling Tar Airport,27.315001000000002,87.193298,AS,NP-KO,Tumling Tar,TMI,0.0,0,0.0,0.0,5577.43,0.0,0.0
VNVT,medium_airport,Biratnagar Airport,26.48150062561035,87.26399993896484,AS,NP-KO,Biratnagar,BIR,0.0,0,0.0,0.0,774.28,0.0,0.0
VO55,medium_airport,Murod Kond Airport,18.411501,76.464699,AS,IN-MM,Latur,LTU,0.0,0,0.0,0.0,7007.87,0.0,0.0
VO80,small_airport,Tuticorin Airport,8.724241000000001,78.025803,AS,IN-TN,Vagaikulam,TCR,0.0,0,0.0,0.0,423.23,0.0,0.0
VOAT,medium_airport,Agatti Airport,10.8237,72.17600300000001,AS,IN-LD,Agatti,AGX,0.0,0,0.0,0.0,45.93,0.0,0.0
VOBI,medium_airport,Bellary Airport,15.162799835205078,76.88279724121094,AS,IN-KA,Bellary,BEP,0.0,0,0.0,0.0,98.43,0.0,0.0
VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,AS,IN-KA,Bangalore,BLR,0.0,0,0.0,0.0,9842.52,0.0,0.0
VOBR,medium_airport,Bidar Airport / Bidar Air Force Station,17.9081,77.487099,AS,IN-KA,Bidar,IXX,0.0,0,0.0,0.0,7145.67,0.0,0.0
VOBZ,medium_airport,Vijayawada Airport,16.530399,80.796799,AS,IN-AP,Gannavaram,VGA,0.0,0,0.0,0.0,269.03,0.0,0.0
VOCB,medium_airport,Coimbatore International Airport,11.029999733,77.0434036255,AS,IN-TN,Coimbatore,CJB,0.0,0,0.0,0.0,4343.83,0.0,0.0
VOCI,large_airport,Cochin International Airport,10.152000000000001,76.401901,AS,IN-KL,Kochi,COK,0.0,0,0.0,0.0,98.43,0.0,0.0
VOCL,medium_airport,Calicut International Airport,11.1368,75.955299,AS,IN-KL,Calicut,CCJ,0.0,0,0.0,0.0,1122.05,0.0,0.0
VOCP,medium_airport,Kadapa Airport,14.51,78.772778,AS,IN-AP,Kadapa,CDP,0.0,0,0.0,0.0,1410.76,0.0,0.0
VOCX,medium_airport,Car Nicobar Air Force Base,9.153056,92.819273,AS,IN-AN,IAF Camp,CBD,0.0,0,0.0,0.0,16.4,0.0,0.0
VOHS,large_airport,Rajiv Gandhi International Airport,17.231317999999998,78.429855,AS,IN-TG,Hyderabad,HYD,0.0,0,0.0,0.0,6640.42,0.0,0.0
VOHY,medium_airport,Begumpet Airport,17.4531002045,78.4675979614,AS,IN-TG,Hyderabad,BPM,0.0,0,0.0,0.0,5715.22,0.0,0.0
VOKN,medium_airport,Kannur International Airport,11.918614,75.547211,AS,IN-KL,Kannur,CNN,0.0,0,0.0,0.0,1082.68,0.0,0.0
VOKU,medium_airport,Kurnool Airport,15.716288,78.16923,AS,IN-AP,Orvakal,KJB,0.0,0,0.0,0.0,3018.37,0.0,0.0
VOMD,medium_airport,Madurai Airport,9.83450984955,78.09339904790002,AS,IN-TN,Madurai,IXM,0.0,0,0.0,0.0,1505.91,0.0,0.0
VOML,medium_airport,Mangalore International Airport,12.961299896199998,74.89009857180001,AS,IN-KA,Mangalore,IXE,0.0,0,0.0,0.0,1105.64,0.0,0.0
VOMM,large_airport,Chennai International Airport,12.990005,80.169296,AS,IN-TN,Chennai,MAA,0.0,0,0.0,0.0,170.6,0.0,0.0
VOMY,small_airport,Mysore Airport,12.23,76.655833,AS,IN-KA,Mysore,MYQ,0.0,0,0.0,0.0,7706.69,0.0,0.0
VOPB,medium_airport,Veer Savarkar International Airport / INS Utkrosh,11.641208,92.72964300000001,AS,IN-AN,Port Blair,IXZ,0.0,0,0.0,0.0,42.65,0.0,0.0
VOPC,medium_airport,Pondicherry Airport,11.968,79.812,AS,IN-PY,Puducherry (Pondicherry),PNY,0.0,0,0.0,0.0,439.63,0.0,0.0
VOPN,medium_airport,Sri Sathya Sai Airport,14.1492996216,77.7910995483,AS,IN-AP,Puttaparthi,PUT,0.0,0,0.0,0.0,5111.55,0.0,0.0
VORG,small_airport,Basanth Nagar Airport,18.701,79.3923,AS,IN-TG,Ramagundam,RMD,0.0,0,0.0,0.0,2198.16,0.0,0.0
VORY,medium_airport,Rajahmundry Airport,17.1103992462,81.81819915770001,AS,IN-AP,Rajahmundry,RJA,0.0,0,0.0,0.0,495.41,0.0,0.0
VOSM,medium_airport,Salem Airport,11.78330039978,78.06559753418,AS,IN-TN,Salem,SXV,0.0,0,0.0,0.0,3307.09,0.0,0.0
VOTJ,small_airport,Thanjavur Air Force Station,10.7224,79.101601,AS,IN-TN,Thanjavur,TJV,0.0,0,0.0,0.0,830.05,0.0,0.0
VOTP,small_airport,Tirupati Airport,13.632499694800003,79.543296814,AS,IN-AP,Tirupati,TIR,0.0,0,0.0,0.0,1148.29,0.0,0.0
VOTR,medium_airport,Tiruchirappalli International Airport,10.7654,78.70970200000001,AS,IN-TN,Tiruchirappalli,TRZ,0.0,0,0.0,0.0,944.88,0.0,0.0
VOTV,large_airport,Trivandrum International Airport,8.48211956024,76.9200973511,AS,IN-KL,Thiruvananthapuram,TRV,0.0,0,0.0,0.0,49.21,0.0,0.0
VOWA,small_airport,Warangal Airport,17.9144,79.602203,AS,IN-TG,Warangal,WGC,0.0,0,0.0,0.0,3067.59,0.0,0.0
VQ10,small_airport,Yongphulla Airport,27.256399,91.514503,AS,BT-41,Tashigang,YON,0.0,0,0.0,0.0,29527.56,0.0,0.0
VQBT,small_airport,Bathpalathang Airport,27.5622,90.7471,AS,BT-33,Jakar,BUT,0.0,0,0.0,0.0,27837.93,0.0,0.0
VQGP,medium_airport,Gelephu Airport,26.884559999999997,90.46412,AS,BT-31,Gelephu,GLU,0.0,0,0.0,0.0,3215.22,0.0,0.0
VQPR,medium_airport,Paro Airport,27.4032,89.424599,AS,BT-11,Paro,PBH,0.0,0,0.0,0.0,24160.11,0.0,0.0
VRDA,medium_airport,Maafaru International Airport,5.8183940000000005,73.469181,AS,MV-25,Noonu Atoll,NMF,0.0,0,0.0,0.0,19.69,0.0,0.0
VREI,small_airport,Ifuru Airport,5.7083,73.025,AS,MV-13,Ifuru Island,IFU,0.0,0,0.0,0.0,65.62,0.0,0.0
VRMD,small_airport,Dharavandhoo Airport,5.1561,73.1302,AS,MV-20,Baa Atoll,DRV,0.0,0,0.0,0.0,19.69,0.0,0.0
VRMF,small_airport,Fuvahmulah Airport,-0.30972222222199997,73.435,AS,MV-29,Fuvahmulah Island,FVM,0.0,0,0.0,0.0,55.77,0.0,0.0
VRMG,medium_airport,Gan International Airport,-0.693342,73.155602,AS,MV-01,Gan,GAN,0.0,0,0.0,0.0,19.69,0.0,0.0
VRMH,medium_airport,Hanimaadhoo Airport,6.744229793548584,73.17050170898438,AS,MV-23,Haa Dhaalu Atoll,HAQ,0.0,0,0.0,0.0,13.12,0.0,0.0
VRMK,medium_airport,Kadhdhoo Airport,1.8591699600219729,73.52189636230469,AS,MV-05,Kadhdhoo,KDO,0.0,0,0.0,0.0,13.12,0.0,0.0
VRMM,large_airport,Malé International Airport,4.1918301582336435,73.52909851074219,AS,MV-MLE,Malé,MLE,0.0,0,0.0,0.0,19.69,0.0,0.0
VRMO,small_airport,Kooddoo Airport,0.7324,73.4336,AS,MV-27,Huvadhu Atoll,GKK,0.0,0,0.0,0.0,95.14,0.0,0.0
VRMT,medium_airport,Kaadedhdhoo Airport,0.4881309866905213,72.99690246582031,AS,MV-28,Huvadhu Atoll,KDM,0.0,0,0.0,0.0,6.56,0.0,0.0
VRMU,small_airport,Dhaalu Atoll Airport,2.666075,72.887118,AS,MV-17,Kudahuvadhoo,DDD,0.0,0,0.0,0.0,19.69,0.0,0.0
VRMV,medium_airport,Villa Airport,3.47055555556,72.8358333333,AS,MV-13,Maamigili,VAM,0.0,0,0.0,0.0,19.69,0.0,0.0
VRNT,small_airport,Thimarafushi Airport,2.211,73.1533,AS,MV-08,Thimarafushi,TMF,0.0,0,0.0,0.0,19.69,0.0,0.0
VTBD,large_airport,Don Mueang International Airport,13.912599563599999,100.607002258,AS,TH-10,Bangkok,DMK,0.0,0,0.0,0.0,29.53,0.0,0.0
VTBK,medium_airport,Kamphaeng Saen Airport,14.1020002365,99.9171981812,AS,TH-72,Nakhon Pathom,KDT,0.0,0,0.0,0.0,98.43,0.0,0.0
VTBO,medium_airport,Trat Airport,12.2746,102.319,AS,TH-23,Laem Ngop,TDX,0.0,0,0.0,0.0,344.49,0.0,0.0
VTBS,large_airport,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,AS,TH-10,Bangkok,BKK,0.0,0,0.0,0.0,16.4,0.0,0.0
VTBU,medium_airport,U-Tapao International Airport,12.67990016937256,101.00499725341795,AS,TH-21,Rayong,UTP,0.0,0,0.0,0.0,137.8,0.0,0.0
VTCC,large_airport,Chiang Mai International Airport,18.7667999268,98.962600708,AS,TH-50,Chiang Mai,CNX,0.0,0,0.0,0.0,3398.95,0.0,0.0
VTCI,small_airport,Mae Hong Son Airport,19.3719997406,98.43699646,AS,TH-58,Mae Hong Son,PYY,0.0,0,0.0,0.0,4169.95,0.0,0.0
VTCT,medium_airport,Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,AS,TH-57,Chiang Rai,CEI,0.0,0,0.0,0.0,4199.48,0.0,0.0
VTPH,medium_airport,Hua Hin Airport,12.636199951199998,99.951499939,AS,TH-76,Hua Hin,HHQ,0.0,0,0.0,0.0,203.41,0.0,0.0
VTPU,small_airport,Uttaradit Airport,17.617000579833984,100.0999984741211,AS,TH-53,Uttaradit,UTR,0.0,0,0.0,0.0,859.58,0.0,0.0
VTSB,medium_airport,Surat Thani Airport,9.132599830630001,99.135597229,AS,TH-84,Surat Thani,URT,0.0,0,0.0,0.0,65.62,0.0,0.0
VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399475098,99.9447021484375,AS,TH-80,Nakhon Si Thammarat,NST,0.0,0,0.0,0.0,42.65,0.0,0.0
VTSG,medium_airport,Krabi Airport,8.09912014008,98.9861984253,AS,TH-81,Krabi,KBV,0.0,0,0.0,0.0,269.03,0.0,0.0
VTSM,medium_airport,Samui Airport,9.547789573669997,100.06199646,AS,TH-80,Na Thon (Ko Samui Island),USM,0.0,0,0.0,0.0,209.97,0.0,0.0
VTSP,large_airport,Phuket International Airport,8.1132,98.316902,AS,TH-83,Phuket,HKT,0.0,0,0.0,0.0,269.03,0.0,0.0
VTSS,medium_airport,Hat Yai International Airport,6.933209896089999,100.392997742,AS,TH-90,Hat Yai,HDY,0.0,0,0.0,0.0,295.28,0.0,0.0
VTST,medium_airport,Trang Airport,7.5087399999999995,99.6166,AS,TH-92,Trang,TST,0.0,0,0.0,0.0,219.82,0.0,0.0
VTUD,medium_airport,Udon Thani Airport,17.386400222800006,102.788002014,AS,TH-41,Udon Thani,UTH,0.0,0,0.0,0.0,1899.61,0.0,0.0
VTUJ,medium_airport,Surin Airport,14.868300437927001,103.49800109863001,AS,TH-32,Surin,PXR,0.0,0,0.0,0.0,1568.24,0.0,0.0
VTUK,medium_airport,Khon Kaen Airport,16.466600418099993,102.78399658200001,AS,TH-40,Khon Kaen,KKC,0.0,0,0.0,0.0,2198.16,0.0,0.0
VTUQ,medium_airport,Nakhon Ratchasima Airport,14.9495,102.313004,AS,TH-30,Chaloem Phra Kiat,NAK,0.0,0,0.0,0.0,2509.84,0.0,0.0
VTUU,medium_airport,Ubon Ratchathani Airport,15.2512998581,104.870002747,AS,TH-34,Ubon Ratchathani,UBP,0.0,0,0.0,0.0,1332.02,0.0,0.0
VUU,small_airport,Mvuu Camp Airport,-14.838611111099999,35.3013888889,AF,MW-MH,Liwonde National Park,VUU,0.0,0,0.0,0.0,5249.34,0.0,0.0
VVBM,medium_airport,Buon Ma Thuot Airport,12.668299675,108.120002747,AS,VN-33,Buon Ma Thuot,BMV,0.0,0,0.0,0.0,5672.57,0.0,0.0
VVCA,small_airport,Chu Lai Airport,15.4033,108.706001,AS,VN-29,Tam Nghĩa,VCL,0.0,0,0.0,0.0,32.81,0.0,0.0
VVCI,medium_airport,Cat Bi International Airport,20.81940078735352,106.7249984741211,AS,VN-61,Haiphong,HPH,0.0,0,0.0,0.0,19.69,0.0,0.0
VVCM,medium_airport,Cà Mau Airport,9.177667,105.177778,AS,VN-59,Ca Mau City,CAH,0.0,0,0.0,0.0,19.69,0.0,0.0
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,AS,VN-34,Cam Ranh,CXR,0.0,0,0.0,0.0,131.23,0.0,0.0
VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,AS,VN-43,Con Dao,VCS,0.0,0,0.0,0.0,65.62,0.0,0.0
VVCT,medium_airport,Can Tho International Airport,10.085100173999999,105.711997986,AS,VN-02,Can Tho,VCA,0.0,0,0.0,0.0,29.53,0.0,0.0
VVDB,medium_airport,Dien Bien Phu Airport,21.3974990845,103.008003235,AS,VN-01,Dien Bien Phu,DIN,0.0,0,0.0,0.0,5285.43,0.0,0.0
VVDL,medium_airport,Lien Khuong Airport,11.75,108.366997,AS,VN-35,Da Lat,DLI,0.0,0,0.0,0.0,10354.33,0.0,0.0
VVDN,medium_airport,Da Nang International Airport,16.0439,108.19899699999999,AS,VN-60,Da Nang,DAD,0.0,0,0.0,0.0,108.27,0.0,0.0
VVN,small_airport,Las Malvinas/Echarate Airport,-11.854861,-72.939332,SA,PE-CUS,Las Malvinas,VVN,0.0,0,0.0,0.0,4215.88,0.0,0.0
VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,AS,VN-64,"Soc Son, Hanoi",HAN,0.0,0,0.0,0.0,127.95,0.0,0.0
VVNS,small_airport,Na-San Airport,21.216999053955078,104.03299713134766,AS,VN-05,Son-La,SQH,0.0,0,0.0,0.0,6998.03,0.0,0.0
VVNT,closed,Nha Trang Air Base,12.2275,109.192001,AS,VN-34,Nha Trang,NHA,0.0,0,0.0,0.0,65.62,0.0,0.0
VVPB,medium_airport,Phu Bai International Airport,16.401501,107.70300300000001,AS,VN-56,Huế,HUI,0.0,0,0.0,0.0,157.48,0.0,0.0
VVPC,medium_airport,Phu Cat Airport,13.955,109.042,AS,VN-31,Quy Nohn,UIH,0.0,0,0.0,0.0,262.47,0.0,0.0
VVPK,medium_airport,Pleiku Airport,14.00450038909912,108.01699829101562,AS,VN-30,Pleiku,PXU,0.0,0,0.0,0.0,7985.56,0.0,0.0
VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,AS,VN-47,Phu Quoc Island,PQC,0.0,0,0.0,0.0,121.39,0.0,0.0
VVPR,small_airport,Phan Rang Airport,11.6335000992,108.952003479,AS,VN-07,Phan Rang,PHA,0.0,0,0.0,0.0,331.36,0.0,0.0
VVRG,medium_airport,Rach Gia Airport,9.95802997234,105.132379532,AS,VN-47,Rach Gia,VKG,0.0,0,0.0,0.0,22.97,0.0,0.0
VVTH,medium_airport,Dong Tac Airport,13.0495996475,109.333999634,AS,VN-49,Tuy Hoa,TBB,0.0,0,0.0,0.0,65.62,0.0,0.0
VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,AS,VN-23,Ho Chi Minh City,SGN,0.0,0,0.0,0.0,108.27,0.0,0.0
VVTX,small_airport,Tho Xuan Airport,19.901667,105.46777800000001,AS,VN-21,Thanh Hóa,THD,0.0,0,0.0,0.0,193.57,0.0,0.0
VVVD,medium_airport,Van Don International Airport,21.117778,107.41416699999999,AS,VN-13,Van Don,VDO,0.0,0,0.0,0.0,78.74,0.0,0.0
VVVH,medium_airport,Vinh Airport,18.7376003265,105.67099762,AS,VN-26,Vinh,VII,0.0,0,0.0,0.0,75.46,0.0,0.0
VVVT,small_airport,Vung Tau Airport,10.3725004196167,107.09500122070312,AS,VN-43,Vung Tau,VTG,0.0,0,0.0,0.0,42.65,0.0,0.0
VYAN,small_airport,Ann Airport,19.769199,94.0261,AS,MM-16,Aeng,VBA,0.0,0,0.0,0.0,242.78,0.0,0.0
VYBG,small_airport,Bagan Airport,21.178800582885746,94.9301986694336,AS,MM-04,Nyaung U,NYU,0.0,0,0.0,0.0,1023.62,0.0,0.0
VYBM,small_airport,Banmaw Airport,24.268999099731445,97.24620056152344,AS,MM-11,Banmaw,BMO,0.0,0,0.0,0.0,1213.91,0.0,0.0
VYBP,small_airport,Bokpyinn Airport,11.1494,98.735901,AS,MM-05,Bokpyinn,VBP,0.0,0,0.0,0.0,328.08,0.0,0.0
VYDW,medium_airport,Dawei Airport,14.103899955749512,98.20359802246094,AS,MM-05,Dawei,TVY,0.0,0,0.0,0.0,275.59,0.0,0.0
VYEL,medium_airport,Nay Pyi Taw International Airport,19.623501,96.20099599999999,AS,MM-04,Pyinmana,NYT,0.0,0,0.0,0.0,990.81,0.0,0.0
VYGG,small_airport,Gangaw Airport,22.174699783325195,94.1343994140625,AS,MM-03,Gangaw,GAW,0.0,0,0.0,0.0,656.17,0.0,0.0
VYGW,small_airport,Gwa Airport,17.600000381469727,94.5832977294922,AS,MM-16,Gwa,GWA,0.0,0,0.0,0.0,32.81,0.0,0.0
VYHH,medium_airport,Heho Airport,20.746999740600586,96.79199981689452,AS,MM-17,Heho,HEH,0.0,0,0.0,0.0,12657.48,0.0,0.0
VYHL,small_airport,Hommalinn Airport,24.899599075317386,94.91400146484376,AS,MM-01,Hommalinn,HOX,0.0,0,0.0,0.0,1751.97,0.0,0.0
VYHN,small_airport,Tilin Airport,21.700000762939453,94.0999984741211,AS,MM-03,Tilin,TIO,0.0,0,0.0,0.0,4543.96,0.0,0.0
VYKG,medium_airport,Kengtung Airport,21.30159950256348,99.63600158691406,AS,MM-17,Kengtung,KET,0.0,0,0.0,0.0,9179.79,0.0,0.0
VYKI,small_airport,Kanti Airport,25.988300323486328,95.67440032958984,AS,MM-01,Kanti,KHM,0.0,0,0.0,0.0,19685.04,0.0,0.0
VYKL,small_airport,Kalay Airport,23.188800811767575,94.05110168457031,AS,MM-01,Kalemyo,KMV,0.0,0,0.0,0.0,1637.14,0.0,0.0
VYKP,medium_airport,Kyaukpyu Airport,19.42639923095703,93.53479766845705,AS,MM-16,Kyaukpyu,KYP,0.0,0,0.0,0.0,65.62,0.0,0.0
VYKT,medium_airport,Kawthoung Airport,10.04930019378662,98.53800201416016,AS,MM-05,Kawthoung,KAW,0.0,0,0.0,0.0,590.55,0.0,0.0
VYKU,small_airport,Kyauktu Airport,21.399999618530273,94.13330078125,AS,MM-03,Kyauktu,KYT,0.0,0,0.0,0.0,4101.05,0.0,0.0
VYLK,medium_airport,Loikaw Airport,19.691499710083008,97.2147979736328,AS,MM-12,Loikaw,LIW,0.0,0,0.0,0.0,9645.67,0.0,0.0
VYLS,medium_airport,Lashio Airport,22.9778995513916,97.752197265625,AS,MM-17,Lashio,LSH,0.0,0,0.0,0.0,8038.06,0.0,0.0
VYMD,large_airport,Mandalay International Airport,21.702199935913086,95.97789764404295,AS,MM-04,Mandalay,MDL,0.0,0,0.0,0.0,984.25,0.0,0.0
VYME,medium_airport,Myeik Airport,12.439800262451172,98.62149810791016,AS,MM-05,Mkeik,MGZ,0.0,0,0.0,0.0,246.06,0.0,0.0
VYMK,medium_airport,Myitkyina Airport,25.38360023498535,97.35189819335938,AS,MM-11,Myitkyina,MYT,0.0,0,0.0,0.0,1558.4,0.0,0.0
VYMM,small_airport,Mawlamyine Airport,16.444700241088867,97.66069793701172,AS,MM-15,Mawlamyine,MNU,0.0,0,0.0,0.0,170.6,0.0,0.0
VYMN,small_airport,Manaung Airport,18.845800399780273,93.68890380859376,AS,MM-16,Manaung,MGU,0.0,0,0.0,0.0,334.65,0.0,0.0
VYMS,medium_airport,Mong Hsat Airport,20.51679992675781,99.25679779052734,AS,MM-17,Mong Hsat,MOG,0.0,0,0.0,0.0,6151.58,0.0,0.0
VYMT,small_airport,Mong Tong Airport,20.29669952392578,98.8989028930664,AS,MM-17,Mong Tong,MGK,0.0,0,0.0,0.0,6036.75,0.0,0.0
VYMW,small_airport,Magway Airport,20.1656,94.941399,AS,MM-03,Magway,MWQ,0.0,0,0.0,0.0,915.35,0.0,0.0
VYMY,small_airport,Monywar Airport,22.221638000000002,95.093479,AS,MM-01,Monywar,NYW,0.0,0,0.0,0.0,977.69,0.0,0.0
VYNS,medium_airport,Namsang Airport,20.890499114990234,97.73590087890624,AS,MM-17,Namsang,NMS,0.0,0,0.0,0.0,10170.6,0.0,0.0
VYNT,small_airport,Namtu Airport,23.083000000000002,97.383003,AS,MM-17,Namtu,NMT,0.0,0,0.0,0.0,6561.68,0.0,0.0
VYPA,small_airport,Hpa-N Airport,16.893699645996097,97.67459869384766,AS,MM-13,Hpa-N,PAA,0.0,0,0.0,0.0,492.13,0.0,0.0
VYPK,small_airport,Pauk Airport,21.449199676513672,94.48690032958984,AS,MM-03,Pauk,PAU,0.0,0,0.0,0.0,816.93,0.0,0.0
VYPN,small_airport,Pathein Airport,16.815201000000002,94.7799,AS,MM-07,Pathein,BSX,0.0,0,0.0,0.0,65.62,0.0,0.0
VYPP,small_airport,Hpapun Airport,18.0666999817,97.44979858399999,AS,MM-13,Pa Pun,PPU,0.0,0,0.0,0.0,984.25,0.0,0.0
VYPT,medium_airport,Putao Airport,27.32990074157715,97.42630004882812,AS,MM-11,Putao,PBU,0.0,0,0.0,0.0,4921.26,0.0,0.0
VYPU,small_airport,Pakhokku Airport,21.4043,95.11125,AS,MM-03,Pakhokku,PKK,0.0,0,0.0,0.0,495.41,0.0,0.0
VYPY,small_airport,Pyay Airport,18.824499130249023,95.26599884033205,AS,MM-02,Pye,PRU,0.0,0,0.0,0.0,393.7,0.0,0.0
VYSW,medium_airport,Sittwe Airport,20.133164999999998,92.870693,AS,MM-16,Sittwe,AKY,0.0,0,0.0,0.0,88.58,0.0,0.0
VYTD,medium_airport,Thandwe Airport,18.4606990814209,94.30010223388672,AS,MM-16,Thandwe,SNW,0.0,0,0.0,0.0,65.62,0.0,0.0
VYTL,medium_airport,Tachileik Airport,20.483800888061523,99.9354019165039,AS,MM-17,Tachileik,THL,0.0,0,0.0,0.0,4199.48,0.0,0.0
VYYE,small_airport,Ye Airport,15.300000190734865,97.86699676513672,AS,MM-15,Ye,XYE,0.0,0,0.0,0.0,98.43,0.0,0.0
VYYY,large_airport,Yangon International Airport,16.907300949099998,96.1332015991,AS,MM-06,Yangon,RGN,0.0,0,0.0,0.0,357.61,0.0,0.0
WA44,small_airport,Maranggo Airport,-5.7645702362061,123.91699981689,AS,ID-SG,Waha-Tomea Island,TQQ,0.0,0,0.0,0.0,554.46,0.0,0.0
WAAA,large_airport,Hasanuddin International Airport,-5.061629772186278,119.5540008544922,AS,ID-SN,Ujung Pandang-Celebes Island,UPG,0.0,0,0.0,0.0,154.2,0.0,0.0
WAAJ,small_airport,Tampa Padang Airport,-2.583333,119.03333300000001,AS,ID-SN,Mamuju-Celebes Island,MJU,0.0,0,0.0,0.0,160.76,0.0,0.0
WAB,closed,Wabag Airport,-5.4915,143.72,OC,PG-EPW,Wabag,WAB,0.0,0,0.0,0.0,22309.71,0.0,0.0
WABB,medium_airport,Frans Kaisiepo Airport,-1.190019965171814,136.10800170898438,AS,ID-PA,Biak-Supiori Island,BIK,0.0,0,0.0,0.0,150.92,0.0,0.0
WABD,small_airport,Moanamani Airport,-3.9834020137786874,136.08329772949222,AS,ID-PA,Moanamani-Papua Island,ONI,0.0,0,0.0,0.0,17073.49,0.0,0.0
WABG,small_airport,Wagethe Airport,-4.044229984283446,136.27799987792972,AS,ID-PA,Wagethe-Papua Island,WET,0.0,0,0.0,0.0,18461.29,0.0,0.0
WABI,medium_airport,Nabire Airport,-3.36818,135.496002,AS,ID-PA,Nabire-Papua Island,NBX,0.0,0,0.0,0.0,65.62,0.0,0.0
WABL,small_airport,Illaga Airport,-3.9764800000000005,137.6225,AS,ID-PA,Illaga-Papua Island,ILA,0.0,0,0.0,0.0,26210.63,0.0,0.0
WABN,small_airport,Kokonau Airport,-4.71075,136.43515,AS,ID-PA,Kokonau-Papua Island,KOX,0.0,0,0.0,0.0,193.57,0.0,0.0
WABO,small_airport,Serui Airport,-1.8755799531936648,136.24099731445312,AS,ID-PA,Serui-Japen Island,ZRI,0.0,0,0.0,0.0,164.04,0.0,0.0
WABP,medium_airport,Mozes Kilangin Airport,-4.5282800000000005,136.886993,AS,ID-PA,Timika-Papua Island,TIM,0.0,0,0.0,0.0,337.93,0.0,0.0
