ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_region,municipality,iata_code
SBCT,medium_airport,Afonso Pena Airport,-25.5285,-49.1758,2988.0,SA,BR-PR,Curitiba,CWB
SBCV,medium_airport,Caravelas Airport,-17.6523,-39.253101,36.0,SA,BR-BA,Caravelas,CRQ
SBCX,medium_airport,Hugo Cantergiani Regional Airport,-29.197183000000003,-51.187647,2472.0,SA,BR-RS,Caxias Do Sul,CXJ
SBCY,medium_airport,Marechal Rondon Airport,-15.6529,-56.116699,617.0,SA,BR-MT,Cuiabá,CGB
SBCZ,medium_airport,Cruzeiro do Sul Airport,-7.59991,-72.769501,637.0,SA,BR-AC,Cruzeiro Do Sul,CZS
SBDB,small_airport,Bonito Airport,-21.2473,-56.452399,1180.0,SA,BR-MS,Bonito,BYO
SBDN,medium_airport,Presidente Prudente Airport,-22.1751,-51.424599,1477.0,SA,BR-SP,Presidente Prudente,PPB
SBEG,large_airport,Eduardo Gomes International Airport,-3.03861,-60.049702,264.0,SA,BR-AM,Manaus,MAO
SBEK,medium_airport,Jacareacanga Airport,-6.23316,-57.776901,295.0,SA,BR-PA,Jacareacanga,JCR
SBEP,small_airport,Espinosa Airport,-14.9336944444,-42.81,1900.0,SA,BR-MG,Espinosa,ESI
SBFI,medium_airport,Cataratas International Airport,-25.594167000000002,-54.48944399999999,786.0,SA,BR-PR,Foz do Iguaçu,IGU
SBFL,large_airport,Hercílio Luz International Airport,-27.670278999999997,-48.552502000000004,16.0,SA,BR-SC,Florianópolis,FLN
SBFN,medium_airport,Fernando de Noronha Airport,-3.8544709999999998,-32.423302,193.0,SA,BR-PE,Fernando de Noronha,FEN
SBFZ,medium_airport,Pinto Martins International Airport,-3.7762800000000003,-38.5326,82.0,SA,BR-CE,Fortaleza,FOR
SBGL,large_airport,Rio Galeão – Tom Jobim International Airport,-22.809998999999998,-43.250557,28.0,SA,BR-RJ,Rio De Janeiro,GIG
SBGM,medium_airport,Guajará-Mirim Airport,-10.78641,-65.28486,478.0,SA,BR-RO,Guajará-Mirim,GJM
SBGO,medium_airport,Santa Genoveva Airport,-16.632,-49.220698999999996,2450.0,SA,BR-GO,Goiânia,GYN
SBGR,large_airport,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,2461.0,SA,BR-SP,São Paulo,GRU
SBGU,small_airport,Tancredo Thomas de Faria Airport,-25.388327,-51.52349,3494.0,SA,BR-PR,Guarapuava,GPB
SBGV,small_airport,Coronel Altino Machado de Oliveira Airport,-18.895882,-41.982869,561.0,SA,BR-MG,Governador Valadares,GVR
SBGW,medium_airport,Guaratinguetá Airport,-22.791598999999998,-45.2048,1761.0,SA,BR-SP,Guaratinguetá,GUJ
SBHT,medium_airport,Altamira Interstate Airport,-3.253144,-52.253938,368.0,SA,BR-PA,Altamira,ATM
SBIC,medium_airport,Itacoatiara Airport,-3.1265389999999997,-58.481668000000006,142.0,SA,BR-AM,Itacoatiara,ITA
SBIH,medium_airport,Itaituba Airport,-4.242131,-56.000651,110.0,SA,BR-PA,Itaituba,ITB
SBIL,medium_airport,Bahia - Jorge Amado Airport,-14.815929,-39.033458,15.0,SA,BR-BA,Ilhéus,IOS
SBIP,medium_airport,Vale do Aço Regional Airport,-19.470699,-42.487598,786.0,SA,BR-MG,Ipatinga,IPN
SBIT,small_airport,Francisco Vilela do Amaral Airport,-18.4447,-49.213402,1630.0,SA,BR-GO,Itumbiara,ITR
SBIZ,medium_airport,Prefeito Renato Moreira Airport,-5.53129,-47.459998999999996,430.0,SA,BR-MA,Imperatriz,IMP
SBJA,small_airport,Humberto Ghizzo Bortoluzzi Regional Airport,-28.6753,-49.0596,120.0,SA,BR-SC,Jaguaruna,JJG
SBJF,medium_airport,Francisco de Assis Airport,-21.791500091552734,-43.38679885864258,2989.0,SA,BR-MG,Juiz De Fora,JDF
SBJH,medium_airport,São Paulo Catarina Executive Airport,-23.426886,-47.165658,2547.0,SA,BR-SP,São Roque,JHF
SBJP,medium_airport,Presidente Castro Pinto International Airport,-7.145833015440002,-34.9486122131,217.0,SA,BR-PB,João Pessoa,JPA
SBJR,small_airport,Jacarepaguá - Roberto Marinho Airport,-22.986773,-43.372194,10.0,SA,BR-RJ,Rio De Janeiro,RRJ
SBJU,small_airport,Orlando Bezerra de Menezes Airport,-7.21932,-39.269096000000005,1342.0,SA,BR-CE,Juazeiro do Norte,JDO
SBJV,medium_airport,Lauro Carneiro de Loyola Airport,-26.22450065612793,-48.797401428222656,15.0,SA,BR-SC,Joinville,JOI
SBKG,medium_airport,Presidente João Suassuna Airport,-7.26992,-35.8964,1646.0,SA,BR-PB,Campina Grande,CPV
SBKP,medium_airport,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR-SP,Campinas,VCP
SBLE,small_airport,Coronel Horácio de Mattos Airport,-12.4822998047,-41.2770004272,1676.0,SA,BR-BA,Lençóis,LEC
SBLJ,medium_airport,Lages Airport,-27.7821006775,-50.28150177,3065.0,SA,BR-SC,Lages,LAJ
SBLN,medium_airport,Lins Airport,-21.663999557494996,-49.730499267578004,1559.0,SA,BR-SP,Lins,LIP
SBLO,medium_airport,Governador José Richa Airport,-23.3335990906,-51.1301002502,1867.0,SA,BR-PR,Londrina,LDB
SBLP,medium_airport,Bom Jesus da Lapa Airport,-13.2621002197,-43.4081001282,1454.0,SA,BR-BA,Bom Jesus Da Lapa,LAZ
SBMA,medium_airport,João Correa da Rocha Airport,-5.36858987808,-49.1380004883,357.0,SA,BR-PA,Marabá,MAB
SBMC,medium_airport,Minaçu Airport,-13.5491,-48.195301,1401.0,SA,BR-GO,Minaçu,MQH
SBMD,medium_airport,Monte Dourado - Serra do Areão Airport,-0.8898389999999999,-52.6022,677.0,SA,BR-PA,Almeirim,MEU
SBME,medium_airport,Macaé Benedito Lacerda Airport,-22.343000000000004,-41.765999,8.0,SA,BR-RJ,Macaé,MEA
SBMG,medium_airport,Regional de Maringá - Sílvio Name Júnior Airport,-23.47606,-52.016187,1788.0,SA,BR-PR,Maringá,MGF
SBMK,medium_airport,Mário Ribeiro Airport,-16.706899642899998,-43.818901061999995,2191.0,SA,BR-MG,Montes Claros,MOC
SBML,medium_airport,Frank Miloye Milenkowichi–Marília State Airport,-22.1968994141,-49.926399231000005,2122.0,SA,BR-SP,Marília,MII
SBMN,medium_airport,Ponta Pelada Airport,-3.14604,-59.986301,267.0,SA,BR-AM,Manaus,PLL
SBMO,medium_airport,Zumbi dos Palmares Airport,-9.510810000000001,-35.791698,387.0,SA,BR-AL,Maceió,MCZ
SBMQ,medium_airport,Alberto Alcolumbre Airport,0.0506640002131,-51.0722007751,56.0,SA,BR-AP,Macapá,MCP
SBMS,medium_airport,Dix-Sept Rosado Airport,-5.201919999999999,-37.3643,76.0,SA,BR-RN,Mossoró,MVF
SBMY,medium_airport,Manicoré Airport,-5.8113799095153995,-61.278301239014,174.0,SA,BR-AM,Manicoré,MNX
SBNF,medium_airport,Ministro Victor Konder International Airport,-26.879998999999998,-48.651402000000004,18.0,SA,BR-SC,Navegantes,NVT
SBNM,medium_airport,Santo Ângelo Airport,-28.2817,-54.169102,1056.0,SA,BR-RS,Santo Ângelo,GEL
SBOI,medium_airport,Oiapoque Airport,3.8541199999999995,-51.797056,53.0,SA,BR-AP,Oiapoque,OYK
SBPA,medium_airport,Salgado Filho International Airport,-29.994712,-51.166592,11.0,SA,BR-RS,Porto Alegre,POA
SBPB,medium_airport,Parnaíba - Prefeito Doutor João Silva Filho International Airport,-2.89375,-41.731998,23.0,SA,BR-PI,Parnaíba,PHB
SBPC,medium_airport,Poços de Caldas - Embaixador Walther Moreira Salles Airport,-21.842529000000003,-46.569767999999996,4138.0,SA,BR-MG,Poços De Caldas,POO
SBPF,medium_airport,Lauro Kurtz Airport,-28.243976,-52.32777,2380.0,SA,BR-RS,Passo Fundo,PFB
SBPJ,medium_airport,Brigadeiro Lysias Rodrigues Airport,-10.2915000916,-48.3569984436,774.0,SA,BR-TO,Palmas,PMW
SBPK,medium_airport,João Simões Lopes Neto International Airport,-31.718398999999998,-52.327702,59.0,SA,BR-RS,Pelotas,PET
SBPL,medium_airport,Senador Nilo Coelho Airport,-9.362409591674805,-40.56909942626953,1263.0,SA,BR-PE,Petrolina,PNZ
SBPN,medium_airport,Porto Nacional Airport,-10.719402,-48.3997,870.0,SA,BR-TO,Porto Nacional,PNB
SBPP,medium_airport,Ponta Porã Airport,-22.54960060119629,-55.702598571777344,2156.0,SA,BR-MS,Ponta Porã,PMG
SBPS,medium_airport,Porto Seguro Airport,-16.438601000000002,-39.080898,168.0,SA,BR-BA,Porto Seguro,BPS
SBPV,medium_airport,Governador Jorge Teixeira de Oliveira Airport,-8.70928955078125,-63.90230178833008,290.0,SA,BR-RO,Porto Velho,PVH
SBRB,medium_airport,Rio Branco-Plácido de Castro International Airport,-9.869031,-67.893984,633.0,SA,BR-AC,Rio Branco,RBR
SBRF,medium_airport,Recife/Guararapes - Gilberto Freyre International Airport,-8.126489999999999,-34.923598999999996,33.0,SA,BR-PE,Recife,REC
SBRJ,medium_airport,Santos Dumont Airport,-22.910499572800003,-43.1631011963,11.0,SA,BR-RJ,Rio De Janeiro,SDU
SBRP,medium_airport,Leite Lopes Airport,-21.136388778686523,-47.77666854858398,1806.0,SA,BR-SP,Ribeirão Preto,RAO
SBRR,small_airport,Barreirinhas National Airport,-2.756628,-42.805665999999995,40.0,SA,BR-MA,Barreirinhas,BRB
SBSC,medium_airport,Santa Cruz Air Force Base,-22.9324,-43.719101,10.0,SA,BR-RJ,Rio de Janeiro,SNZ
SBSG,medium_airport,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,-5.769804,-35.366578000000004,272.0,SA,BR-RN,Natal,NAT
SBSJ,medium_airport,Professor Urbano Ernesto Stumpf Airport,-23.22920036315918,-45.86149978637695,2120.0,SA,BR-SP,São José Dos Campos,SJK
SBSL,medium_airport,Marechal Cunha Machado International Airport,-2.585360050201416,-44.23410034179688,178.0,SA,BR-MA,São Luís,SLZ
SBSM,medium_airport,Santa Maria Airport,-29.711399,-53.688202000000004,287.0,SA,BR-RS,Santa Maria,RIA
SBSN,medium_airport,Maestro Wilson Fonseca Airport,-2.424721956253052,-54.78583145141602,198.0,SA,BR-PA,Santarém,STM
SBSO,small_airport,Adolino Bedin Regional Airport,-12.479177,-55.672341,1266.0,SA,BR-MT,Sorriso,SMT
SBSP,medium_airport,Congonhas Airport,-23.62611,-46.656387,2631.0,SA,BR-SP,São Paulo,CGH
SBSR,medium_airport,Prof. Eribelto Manoel Reino State Airport,-20.8166007996,-49.40650177,1784.0,SA,BR-SP,São José Do Rio Preto,SJP
SBST,medium_airport,Santos Nero Moura Air Base / Guarujá Airport,-23.928192000000003,-46.300195,13.0,SA,BR-SP,Guarujá,SSZ
SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,-12.9086112976,-38.3224983215,64.0,SA,BR-BA,Salvador,SSA
SBTB,medium_airport,Trombetas Airport,-1.489599943161,-56.396800994873,287.0,SA,BR-PA,Oriximiná,TMT
SBTC,small_airport,Hotel Transamérica Airport,-15.3551998138,-38.9990005493,20.0,SA,BR-BA,Una,UNA
SBTD,small_airport,Toledo - Luiz Dalcanale Filho Municipal Airport,-24.6863,-53.697497999999996,1843.0,SA,BR-PR,Toledo,TOW
SBTE,medium_airport,Senador Petrônio Portela Airport,-5.0599398613,-42.8235015869,219.0,SA,BR-PI,Teresina,THE
SBTF,medium_airport,Tefé Airport,-3.38294005394,-64.7240982056,188.0,SA,BR-AM,Tefé,TFF
SBTK,medium_airport,Tarauacá Airport,-8.155534,-70.782985,646.0,SA,BR-AC,Tarauacá,TRQ
SBTL,medium_airport,Telêmaco Borba Airport,-24.317801,-50.6516,2610.0,SA,BR-PR,Telêmaco Borba,TEC
SBTR,small_airport,Torres Airport,-29.4149,-49.810001,26.0,SA,BR-RS,Torres,TSQ
SBTT,medium_airport,Tabatinga Airport,-4.2556700706482,-69.93579864502,279.0,SA,BR-AM,Tabatinga,TBT
SBTU,medium_airport,Tucuruí Airport,-3.7860100269317996,-49.72029876709001,830.0,SA,BR-PA,Tucuruí,TUR
SBUA,medium_airport,São Gabriel da Cachoeira Airport,-0.14835,-66.9855,251.0,SA,BR-AM,São Gabriel Da Cachoeira,SJL
SBUF,medium_airport,Paulo Afonso Airport,-9.4008798599243,-38.250598907471,883.0,SA,BR-BA,Paulo Afonso,PAV
SBUG,medium_airport,Rubem Berta Airport,-29.782199859600002,-57.0382003784,256.0,SA,BR-RS,Uruguaiana,URG
SBUL,medium_airport,Ten. Cel. Aviador César Bombonato Airport,-18.883612,-48.225277,3094.0,SA,BR-MG,Uberlândia,UDI
SBUR,medium_airport,Mário de Almeida Franco Airport,-19.764722824097,-47.966110229491996,2655.0,SA,BR-MG,Uberaba,UBA
SBVG,medium_airport,Major Brigadeiro Trompowsky Airport,-21.5900993347,-45.473300933800004,3025.0,SA,BR-MG,Varginha,VAG
SBVH,medium_airport,Brigadeiro Camarão Airport,-12.694399833678998,-60.098300933838,2018.0,SA,BR-RO,Vilhena,BVH
SBVT,medium_airport,Eurico de Aguiar Salles Airport,-20.258057,-40.286388,11.0,SA,BR-ES,Vitória,VIX
SBYS,medium_airport,Campo Fontenelle,-21.984692000000003,-47.341207,1968.0,SA,BR-SP,Pirassununga,QPS
SBZM,medium_airport,Presidente Itamar Franco Airport,-21.513085999999998,-43.173069,1348.0,SA,BR-MG,Juiz de Fora,IZA
SCAC,small_airport,Pupelde Airport,-41.904251,-73.796571,315.0,SA,CL-LL,Ancud,ZUD
SCAN,small_airport,San Rafael Airport,-32.81420135498047,-70.64669799804688,2461.0,SA,CL-VS,Los Andes,LOB
SCAP,small_airport,Alto Palena Airport,-43.6119003296,-71.806098938,794.0,SA,CL-LL,Alto Palena,WAP
SCAR,medium_airport,Chacalluta Airport,-18.348499,-70.338699,167.0,SA,CL-AP,Arica,ARI
SCAS,small_airport,Cabo 1° Juan Román Airport,-45.39920043945313,-72.67030334472656,30.0,SA,CL-AI,Puerto Aysen,WPA
SCAT,medium_airport,Desierto de Atacama Airport,-27.2611999512,-70.7791976929,670.0,SA,CL-AT,Copiapo,CPO
SCBA,medium_airport,Balmaceda Airport,-45.916099548339844,-71.68949890136719,1722.0,SA,CL-AI,Balmaceda,BBA
SCBE,medium_airport,Barriles Airport,-22.14109992980957,-70.06289672851561,3475.0,SA,CL-AN,Tocopilla,TOQ
SCBI,small_airport,Pampa Guanaco Airport,-54.049977,-68.80919300000001,591.0,SA,CL-MA,Bahia Inutil,DPB
SCCC,medium_airport,Chile Chico Airport,-46.5831,-71.686323,1070.0,SA,CL-AI,Chile Chico,CCH
SCCF,medium_airport,El Loa Airport,-22.498199462890625,-68.90360260009766,7543.0,SA,CL-AN,Calama,CJC
SCCH,medium_airport,Gral. Bernardo O´Higgins Airport,-36.58250045776367,-72.03140258789062,495.0,SA,CL-BI,Chillan,YAI
SCCI,medium_airport,Pdte. Carlos Ibañez del Campo Airport,-53.002602,-70.854599,139.0,SA,CL-MA,Punta Arenas,PUQ
SCCQ,small_airport,Tambillos Airport,-30.198889,-71.246944,656.0,SA,CL-CO,Coquimbo,COW
SCCY,medium_airport,Teniente Vidal Airport,-45.594200134277344,-72.1061019897461,1020.0,SA,CL-AI,Coyhaique,GXQ
SCDA,medium_airport,Diego Aracena Airport,-20.535200119018555,-70.18129730224611,155.0,SA,CL-TA,Iquique,IQQ
SCEL,large_airport,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,1555.0,SA,CL-RM,Santiago,SCL
SCES,medium_airport,Ricardo García Posada Airport,-26.31110000610352,-69.76519775390625,5240.0,SA,CL-AT,El Salvador,ESR
SCEV,small_airport,El Avellano Airport,-41.117000579833984,-73.05000305175781,489.0,SA,CL-LL,Frutillar,FRT
SCFA,medium_airport,Andrés Sabella Gálvez International Airport,-23.444501000000002,-70.445099,455.0,SA,CL-AN,Antofagasta,ANF
SCFM,medium_airport,Capitan Fuentes Martinez Airport Airport,-53.253700256347656,-70.31919860839844,104.0,SA,CL-MA,Porvenir,WPR
SCFT,small_airport,Futaleufú Airport,-43.18920135498047,-71.8510971069336,1148.0,SA,CL-LL,Futaleufu,FFU
SCGE,small_airport,María Dolores Airport,-37.40169906616211,-72.42539978027344,374.0,SA,CL-BI,Los Angeles,LSQ
SCGZ,medium_airport,Guardiamarina Zañartu Airport,-54.931098999999996,-67.626297,88.0,SA,CL-MA,Puerto Williams,WPU
SCHR,medium_airport,Cochrane Airport,-47.24380111694336,-72.5884017944336,643.0,SA,CL-AI,Cochrane,LGR
SCIE,medium_airport,Carriel Sur Airport,-36.772701,-73.063103,26.0,SA,CL-BI,Concepcion,CCP
SCIP,medium_airport,Mataveri Airport,-27.164800643899998,-109.42199707,227.0,SA,CL-VS,Isla De Pascua,IPC
SCJO,medium_airport,Cañal Bajo Carlos - Hott Siebert Airport,-40.611198,-73.060997,187.0,SA,CL-LL,Osorno,ZOS
SCKP,small_airport,Coposa Airport,-20.7505,-68.683502,12468.0,SA,CL-TA,Pica,CPP
SCLL,medium_airport,Vallenar Airport,-28.596399307250977,-70.75599670410156,1725.0,SA,CL-AT,Vallenar,VLR
SCLN,small_airport,Municipal de Linares Airport,-35.86169815063477,-71.54859924316406,591.0,SA,CL-ML,Linares,ZLR
SCNT,medium_airport,Tte. Julio Gallardo Airport,-51.671501,-72.528397,217.0,SA,CL-MA,Puerto Natales,PNT
SCOV,small_airport,El Tuqui Airport,-30.559200286865234,-71.17559814453125,1100.0,SA,CL-CO,Ovalle,OVL
SCPC,small_airport,Pucón Airport,-39.29280090332031,-71.91590118408203,853.0,SA,CL-AR,Pucon,ZPC
SCPQ,small_airport,Mocopulli Airport,-42.340388,-73.715693,528.0,SA,CL-LL,Dalcahue,MHC
SCPV,small_airport,El Mirador Airport,-41.34939956665039,-72.94670104980469,430.0,SA,CL-LL,Puerto Varas,PUX
SCQP,medium_airport,La Araucanía Airport,-38.9259,-72.6515,333.0,SA,CL-AR,Temuco,ZCO
SCRA,medium_airport,Chañaral Airport,-26.332500457763672,-70.6072998046875,97.0,SA,CL-AT,Chañaral,CNR
SCRD,small_airport,Rodelillo Airport,-33.068099975585945,-71.55750274658203,1100.0,SA,CL-VS,Viña Del Mar,VAP
SCRM,small_airport,Teniente Rodolfo Marsh Martin Airport,-62.191026,-58.98669,147.0,AN,AQ-U-A,Villa Las Estrellas,TNM
SCSB,small_airport,Franco Bianco Airport,-52.73669815063477,-69.33360290527344,104.0,SA,CL-MA,Cerro Sombrero,SMB
SCSE,medium_airport,La Florida Airport,-29.916201,-71.199501,481.0,SA,CL-CO,La Serena-Coquimbo,LSC
SCSF,small_airport,Víctor Lafón Airport,-32.7458,-70.70500200000001,2162.0,SA,CL-VS,San Felipe,SSD
SCST,small_airport,Gamboa Airport,-42.49029922485352,-73.77279663085938,151.0,SA,CL-LL,Castro,WCA
SCTC,medium_airport,Maquehue Airport,-38.766799926758,-72.637100219727,304.0,SA,CL-AR,Temuco,PZS
SCTE,medium_airport,El Tepual Airport,-41.43889999389648,-73.09400177001953,294.0,SA,CL-LL,Puerto Montt,PMC
SCTI,closed,Los Cerrillos Airport,-33.493598938000005,-70.6977996826,1680.0,SA,CL-RM,Santiago,ULC
SCTL,medium_airport,Panguilemo Airport,-35.37779998779297,-71.60169982910156,371.0,SA,CL-ML,Talca,TLX
SCTN,medium_airport,Chaitén Airport,-42.93280029296875,-72.6990966796875,13.0,SA,CL-LL,Chaiten,WCH
SCTO,medium_airport,Victoria Airport,-38.245601654052734,-72.34860229492188,1148.0,SA,CL-AR,Victoria,ZIC
SCTT,medium_airport,Las Breas Airport,-25.56430053710937,-70.37590026855469,2580.0,SA,CL-AN,Taltal,TTC
SCVD,medium_airport,Pichoy Airport,-39.6500015259,-73.08609771729999,59.0,SA,CL-LR,Valdivia,ZAL
SCVM,medium_airport,Viña del mar Airport,-32.9496,-71.4786,461.0,SA,CL-VS,Viña Del Mar,KNA
SDBK,small_airport,Botucatu - Tancredo de Almeida Neves Airport,-22.939501,-48.467999,3012.0,SA,BR-SP,Botucatu,QCJ
SDCG,small_airport,Senadora Eunice Micheles Airport,-3.46792950765,-68.9204120636,335.0,SA,BR-AM,São Paulo De Olivença,OLC
SDCO,small_airport,Sorocaba Airport,-23.478001000000003,-47.490002000000004,2077.0,SA,BR-SP,Sorocaba,SOD
SDDJ,small_airport,Fazenda Santa Maria Airport,-20.848899841308594,-50.07939910888672,1525.0,SA,BR-SP,Monções,0
SDDR,small_airport,Dracena Airport,-21.460500717163086,-51.60689926147461,1220.0,SA,BR-SP,Dracena,QDC
SDDV,small_airport,Usina Catanduva Airport,-21.12689971923828,-48.84469985961914,1860.0,SA,BR-SP,Palmares Paulista,0
SDFC,small_airport,Fazenda Constância Airport,-20.48859977722168,-49.1880989074707,1673.0,SA,BR-SP,Altair,0
SDGC,small_airport,Garça Airport,-22.1835994720459,-49.65610122680664,2182.0,SA,BR-SP,Garça,0
SDI,small_airport,Saidor Airport,-5.62713888889,146.462777778,83.0,OC,PG-MPM,Saidor,SDI
SDJC,small_airport,Jaboticabal Airport,-21.229999542236328,-48.28469848632813,2024.0,SA,BR-SP,Jaboticabal,0
SDJL,small_airport,Jales Airport,-20.292999267578125,-50.5463981628418,1496.0,SA,BR-SP,Jales,JLS
SDJO,small_airport,São Joaquim da Barra Airport,-20.593299865722656,-47.842201232910156,2136.0,SA,BR-SP,São Joaquim Da Barra,0
SDKK,small_airport,Mococa Airport,-21.48780059814453,-47.034400939941406,2116.0,SA,BR-SP,Mococa,QOA
SDLC,small_airport,Lucélia Airport,-21.749399185180664,-51.0182991027832,1476.0,SA,BR-SP,Lucélia,0
SDLL,small_airport,Leme Airport,-22.226900100708008,-47.38219833374024,2024.0,SA,BR-SP,Leme,0
SDLP,small_airport,Lençóis Paulista Airport,-22.578399658203125,-48.77460098266602,2039.0,SA,BR-SP,Lençóis Paulista,QGC
SDLY,small_airport,Matão Airport,-21.62310028076172,-48.352500915527344,2083.0,SA,BR-SP,Matão,0
SDMH,small_airport,Mirassol Airport,-20.807199478149414,-49.48609924316406,1916.0,SA,BR-SP,Mirassol,0
SDMJ,small_airport,Mogi Mirim Airport,-22.40999984741211,-46.90530014038086,2274.0,SA,BR-SP,Mogi Mirim,0
SDNH,small_airport,Novo Horizonte Airport,-21.497800827026367,-49.23440170288086,1526.0,SA,BR-SP,Novo Horizonte,0
SDNY,small_airport,Aeroclube Airport,-22.74530029296875,-43.46030044555664,164.0,SA,BR-RJ,Nova Iguaçu,QNV
SDOU,small_airport,Ourinhos Airport,-22.96649932861328,-49.91329956054688,1532.0,SA,BR-SP,Ourinhos,OUS
SDOW,small_airport,Ourilândia do Norte Airport,-6.763100147250001,-51.0499000549,901.0,SA,BR-PA,Ourilândia do Norte,OIA
SDPV,small_airport,Presidente Venceslau Airport,-21.893299102783203,-51.8843994140625,1460.0,SA,BR-SP,Presidente Venceslau,0
SDPW,small_airport,Piracicaba Airport,-22.71150016784668,-47.61819839477539,1887.0,SA,BR-SP,Piracicaba,QHB
SDRA,small_airport,Fazenda das Represas Airport,-23.875600814819336,-48.05179977416992,2271.0,SA,BR-SP,São Miguel Arcanjo,0
SDRS,small_airport,Resende Airport,-22.4785,-44.480301000000004,1320.0,SA,BR-RJ,Resende,REZ
SDSC,small_airport,Mário Pereira Lopes–São Carlos Airport,-21.875401,-47.903703,2649.0,SA,BR-SP,São Carlos,QSC
SDSJ,small_airport,Fazenda São João Airport,-20.7455997467041,-47.93360137939453,2172.0,SA,BR-SP,Orlândia,0
SDTO,small_airport,Fazenda Cataco Airport,-21.263599395751953,-49.79309844970703,1447.0,SA,BR-SP,Ubarana,0
SDUB,small_airport,Ubatuba Gastão Madeira State Airport,-23.440628,-45.074057,13.0,SA,BR-SP,Ubatuba,UBT
SDUN,small_airport,Itaperuna Airport,-21.2192993164,-41.8759002686,410.0,SA,BR-RJ,Itaperuna,ITP
SDVG,small_airport,Votuporanga Airport,-20.46319961547852,-50.00450134277344,1667.0,SA,BR-SP,Votuporanga,VOT
SDVS,small_airport,Fazenda Vassoural Airport,-21.072799682617188,-48.03419876098633,1801.0,SA,BR-SP,Pontal,0
SDYM,small_airport,Limeira Airport,-22.603889000000002,-47.411944,2172.0,SA,BR-SP,Limeira,QGB
SDZY,medium_airport,Presidente Itamar Franco Airport,-21.513056,-43.173058000000005,1348.0,SA,BR-MG,Juiz de Fora,IZA
SEAM,medium_airport,Chachoán Airport,-1.21207,-78.5746,8502.0,SA,EC-T,Ambato,ATF
SECO,medium_airport,Francisco De Orellana Airport,-0.4628860056400299,-76.98680114746094,834.0,SA,EC-D,Coca,OCC
SECU,medium_airport,Mariscal Lamar Airport,-2.88947,-78.984398,8306.0,SA,EC-A,Cuenca,CUE
SEGS,small_airport,Seymour Airport,-0.4537580013275146,-90.26589965820312,207.0,SA,EC-W,Baltra,GPS
SEGU,large_airport,José Joaquín de Olmedo International Airport,-2.15742,-79.88359799999999,19.0,SA,EC-G,Guayaquil,GYE
SEII,small_airport,General Villamil Airport,-0.942628026009,-90.95300292969999,35.0,SA,EC-W,Isabela,IBB
SEJI,small_airport,Jipijapa Airport,-1.0,-80.66666412353516,223.0,SA,EC-M,Jipijapa,JIP
SELT,medium_airport,Cotopaxi International Airport,-0.906833,-78.615799,9205.0,SA,EC-X,Latacunga,LTX
SEMA,medium_airport,Jose Maria Velasco Ibarra Airport,-4.37823009491,-79.94100189210002,1508.0,SA,EC-L,Macará,MRR
SEMC,medium_airport,Coronel E Carvajal Airport,-2.299170017242432,-78.12079620361328,3452.0,SA,EC-S,Macas,XMS
SEMH,medium_airport,General Manuel Serrano Airport,-3.2689,-79.961601,11.0,SA,EC-O,Machala,MCH
SEMT,medium_airport,Eloy Alfaro International Airport,-0.9460780024528505,-80.67880249023438,48.0,SA,EC-M,Manta,MEC
SENL,small_airport,Nueva Loja Airport,0.0930560007691,-76.86750030520001,980.0,SA,EC-U,Lago Agrio,LGQ
SEPT,small_airport,Putumayo Airport,0.115949,-75.85022,733.0,SA,EC-U,Puerto Putumayo,PYO
SEPV,medium_airport,Reales Tamarindos Airport,-1.0416500568389893,-80.47219848632812,130.0,SA,EC-M,Portoviejo,PVO
SEQM,large_airport,Mariscal Sucre International Airport,-0.129166666667,-78.3575,7841.0,SA,EC-P,Quito,UIO
SERO,medium_airport,Santa Rosa International Airport,-3.441986,-79.996957,20.0,SA,EC-O,Santa Rosa,ETR
SESA,medium_airport,General Ulpiano Paez Airport,-2.20499,-80.988899,18.0,SA,EC-G,Salinas,SNC
SESC,small_airport,Sucua Airport,-2.4830000400543213,-78.16699981689453,3116.0,SA,EC-S,Sucua,SUQ
SESM,small_airport,Rio Amazonas Airport,-1.5052399635299998,-78.0626983643,3465.0,SA,EC-Y,Shell Mera,PTZ
SEST,small_airport,San Cristóbal Airport,-0.910206,-89.617401,62.0,SA,EC-W,San Cristóbal,SCY
SESV,small_airport,Los Perales Airport,-0.6081110239028931,-80.40270233154297,10.0,SA,EC-M,Bahía de Caraquez,BHA
SETH,small_airport,Taisha Airport,-2.3816699981689453,-77.50279998779297,1669.0,SA,EC-S,Taisha,TSC
SETI,small_airport,Tiputini Airport,-0.7761110067367554,-75.52639770507812,997.0,SA,EC-D,Tiputini,TPN
SETM,small_airport,Camilo Ponce Enriquez Airport,-3.99589,-79.371902,4056.0,SA,EC-L,La Toma (Catamayo),LOH
SETN,small_airport,General Rivadeneira Airport,0.9785190224647522,-79.62660217285156,32.0,SA,EC-E,Tachina,ESM
SETR,medium_airport,Tarapoa Airport,-0.12295600026845932,-76.33779907226562,814.0,SA,EC-U,Tarapoa,TPC
